n,era5_mean,conus404_mean,bias,mae,rmse,pearson_r,pearson_pvalue,r_squared,nrmse,n_era5,n_conus404,mean_difference,era5_std,conus404_std,std_ratio,ks_statistic,ks_pvalue,p50_era5,p50_conus404,p50_difference,p50_percent_bias,p75_era5,p75_conus404,p75_difference,p75_percent_bias,p90_era5,p90_conus404,p90_difference,p90_percent_bias,p95_era5,p95_conus404,p95_difference,p95_percent_bias,p99_era5,p99_conus404,p99_difference,p99_percent_bias,year,variable,variable_name,units,metric_type,n_matched
366,286.180756,285.742310,-0.438443,0.799538,0.909931,0.996071,0.000000,0.992158,0.123424,366,366,-0.438446,7.372370,6.885689,0.933986,0.079235,0.200906,286.825012,286.374939,-0.450073,-0.156916,293.281494,292.422516,-0.858978,-0.292885,295.645142,294.638702,-1.006439,-0.340421,296.441956,295.595703,-0.846252,-0.285470,296.963165,295.928558,-1.034607,-0.348396,2000,t2m,2m Temperature,K,temporal_spatial_mean,366
366,279.563141,280.080566,0.517421,0.676743,0.888539,0.996144,0.000000,0.992303,0.136876,366,366,0.517426,6.491567,6.022231,0.927701,0.062842,0.465688,279.291260,280.462372,1.171112,0.419316,285.874756,286.088257,0.213501,0.074683,288.002502,287.782349,-0.220154,-0.076442,288.582764,288.259033,-0.323730,-0.112179,289.451965,289.083649,-0.368317,-0.127246,2000,d2m,2m Dewpoint,K,temporal_spatial_mean,366
366,956.773560,967.628235,10.854568,10.854568,10.877741,0.978389,0.000000,0.957245,3.692279,366,366,10.854675,2.946078,2.518398,0.854831,0.937158,0.000000,956.722168,967.548950,10.826782,1.131654,958.637756,969.106384,10.468628,1.092032,960.599792,970.986450,10.386658,1.081268,962.273804,972.213623,9.939819,1.032951,963.990234,973.262939,9.272705,0.961909,2000,sp,Surface Pressure,hPa,temporal_spatial_mean,366
366,0.462705,0.136640,-0.326065,0.380520,0.466900,0.871669,0.000000,0.759806,0.716444,366,366,-0.326065,0.651692,0.469740,0.720800,0.284153,0.000000,0.431021,0.084158,-0.346863,-80.474808,0.892726,0.409609,-0.483118,-54.117119,1.325970,0.795795,-0.530175,-39.983944,1.654822,1.023839,-0.630983,-38.129951,1.878794,1.416405,-0.462389,-24.610949,2000,u10,10m U-Wind,m/s,temporal_spatial_mean,366
366,-0.069514,-0.462615,-0.393100,0.499607,0.587829,0.805339,0.000000,0.648571,0.806167,366,366,-0.393100,0.729165,0.522675,0.716813,0.338798,0.000000,-0.034479,-0.396669,-0.362190,-1050.467773,0.492592,-0.123558,-0.616150,-125.083168,0.804424,0.160736,-0.643689,-80.018524,0.984550,0.283530,-0.701021,-71.202126,1.205652,0.633660,-0.571992,-47.442509,2000,v10,10m V-Wind,m/s,temporal_spatial_mean,366
366,1.135380,0.661548,-0.473832,0.473832,0.475186,0.999111,0.000000,0.998223,1.656858,366,366,-0.473832,0.286799,0.320283,1.116750,0.655738,0.000000,1.034590,0.538941,-0.495649,-47.907791,1.417773,0.976069,-0.441704,-31.154757,1.574003,1.158607,-0.415396,-26.391064,1.598859,1.186192,-0.412667,-25.810081,1.619156,1.208166,-0.410989,-25.382944,2000,lai,Leaf Area Index,Index,temporal_spatial_mean,366
365,286.519684,286.170197,-0.349517,0.695927,0.814875,0.997617,0.000000,0.995240,0.112127,365,365,-0.349487,7.267441,6.711185,0.923459,0.112329,0.019926,286.895721,286.496368,-0.399353,-0.139198,293.295746,292.560089,-0.735657,-0.250824,295.798920,295.036346,-0.762573,-0.257801,296.303101,295.446320,-0.856781,-0.289157,297.320984,296.273804,-1.047180,-0.352205,2001,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.997345,280.518372,0.521018,0.660827,0.864268,0.996114,0.000000,0.992243,0.138210,365,365,0.521027,6.253272,5.814005,0.929754,0.076712,0.233280,279.762207,280.559143,0.796936,0.284862,285.891968,286.120300,0.228333,0.079867,288.405365,288.285004,-0.120361,-0.041733,289.200562,288.836304,-0.364258,-0.125953,289.860260,289.569183,-0.291077,-0.100420,2001,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.657349,967.410706,10.753407,10.753407,10.783728,0.961428,0.000000,0.924344,3.990986,365,365,10.753357,2.702021,2.280517,0.844004,0.975342,0.000000,956.715576,967.383606,10.668030,1.115068,958.447815,969.026794,10.578979,1.103762,959.936157,970.277527,10.341370,1.077298,960.859497,970.948486,10.088989,1.049996,963.539429,972.830017,9.290588,0.964215,2001,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.426910,0.096707,-0.330204,0.397578,0.471678,0.873389,0.000000,0.762809,0.700307,365,365,-0.330204,0.673530,0.511798,0.759875,0.282192,0.000000,0.398407,0.034100,-0.364307,-91.440895,0.873167,0.407563,-0.465604,-53.323639,1.260506,0.793439,-0.467067,-37.053955,1.590003,1.080281,-0.509722,-32.057957,2.190590,1.437644,-0.752946,-34.371834,2001,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.025128,-0.433149,-0.408021,0.528505,0.624562,0.705171,0.000000,0.497266,0.938238,365,365,-0.408021,0.665675,0.498105,0.748271,0.347945,0.000000,0.040252,-0.385285,-0.425537,-1057.179688,0.495590,-0.112550,-0.608140,-122.710205,0.836073,0.179088,-0.656985,-78.579849,0.960992,0.333671,-0.627321,-65.278511,1.138509,0.651918,-0.486591,-42.739334,2001,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662359,-0.473805,0.473805,0.475161,0.999115,0.000000,0.998230,1.656772,365,365,-0.473805,0.286799,0.320325,1.116896,0.654795,0.000000,1.035601,0.541342,-0.494259,-47.726807,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158675,-0.415330,-26.386803,1.598887,1.186211,-0.412676,-25.810190,1.619166,1.208136,-0.411030,-25.385286,2001,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.260345,285.717499,-0.542860,0.783809,0.920453,0.996111,0.000000,0.992236,0.126428,365,365,-0.542847,7.280480,6.876647,0.944532,0.136986,0.002095,285.834381,285.637512,-0.196869,-0.068875,293.596405,292.465424,-1.130981,-0.385216,296.165253,295.145508,-1.019745,-0.344316,296.693054,295.456604,-1.236450,-0.416744,297.088135,295.851166,-1.236969,-0.416364,2002,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.528564,279.990204,0.461629,0.653793,0.815830,0.996221,0.000000,0.992456,0.123949,365,365,0.461639,6.581989,6.202662,0.942369,0.071233,0.312940,279.168732,279.898132,0.729401,0.261276,286.074249,286.387512,0.313263,0.109504,288.245331,288.205292,-0.040039,-0.013891,288.914246,288.570007,-0.344238,-0.119149,289.741058,289.288300,-0.452759,-0.156263,2002,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.614563,967.440125,10.825603,10.825603,10.850051,0.960520,0.000000,0.922598,4.166847,365,365,10.825562,2.603900,2.429589,0.933058,0.975342,0.000000,956.489136,967.431274,10.942139,1.143990,958.344788,969.050293,10.705505,1.117083,960.147766,970.702332,10.554565,1.099265,960.977295,971.376648,10.399353,1.082164,962.097595,973.003113,10.905518,1.133515,2002,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.488257,0.096946,-0.391310,0.431695,0.510717,0.905319,0.000000,0.819603,0.680475,365,365,-0.391311,0.750530,0.601424,0.801332,0.295890,0.000000,0.446336,0.030403,-0.415933,-93.188347,0.970645,0.414434,-0.556211,-57.303219,1.434215,0.894031,-0.540184,-37.664082,1.872905,1.217410,-0.655495,-34.998840,2.421717,1.686996,-0.734721,-30.338850,2002,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.028703,-0.469263,-0.440560,0.547634,0.647777,0.726635,0.000000,0.527998,0.944625,365,365,-0.440560,0.685751,0.557966,0.813657,0.301370,0.000000,-0.036403,-0.478172,-0.441768,-1213.542358,0.460302,-0.056136,-0.516438,-112.195389,0.828442,0.220966,-0.607476,-73.327469,1.043692,0.426126,-0.617567,-59.171329,1.566185,0.825981,-0.740204,-47.261597,2002,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662370,-0.473795,0.473795,0.475151,0.999115,0.000000,0.998231,1.656737,365,365,-0.473795,0.286799,0.320328,1.116906,0.654795,0.000000,1.035601,0.541334,-0.494267,-47.727543,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158698,-0.415307,-26.385347,1.598887,1.186241,-0.412646,-25.808319,1.619166,1.208155,-0.411011,-25.384138,2002,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.299500,285.922974,-0.376550,0.623872,0.731181,0.997693,0.000000,0.995391,0.097553,365,365,-0.376526,7.495200,7.111936,0.948865,0.109589,0.024892,286.686127,286.230377,-0.455750,-0.158972,293.189331,292.584167,-0.605164,-0.206407,296.455048,295.677612,-0.777435,-0.262244,296.826447,295.945038,-0.881409,-0.296944,297.227020,296.365509,-0.861511,-0.289850,2003,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.692017,280.276489,0.584491,0.721832,0.903516,0.996053,0.000000,0.992122,0.134917,365,365,0.584473,6.696824,6.321969,0.944025,0.079452,0.199648,279.741089,280.521851,0.780762,0.279102,286.081818,286.270538,0.188721,0.065967,288.598816,288.286560,-0.312256,-0.108197,289.271454,289.093018,-0.178436,-0.061685,289.741882,289.527466,-0.214417,-0.074003,2003,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.064209,966.873047,10.808718,10.808718,10.837082,0.964292,0.000000,0.929860,3.994448,365,365,10.808838,2.713036,2.303619,0.849093,0.972603,0.000000,956.090149,966.869324,10.779175,1.127422,957.614685,968.355713,10.741028,1.121644,959.801514,969.979797,10.178284,1.060457,960.959106,970.924866,9.965759,1.037064,962.393677,972.182678,9.789001,1.017151,2003,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.486574,0.164594,-0.321980,0.387360,0.468174,0.884401,0.000000,0.782165,0.648843,365,365,-0.321980,0.721552,0.592285,0.820850,0.210959,0.000000,0.422526,0.104103,-0.318424,-75.361847,0.938745,0.541043,-0.397702,-42.365307,1.418402,0.920573,-0.497829,-35.097900,1.704962,1.254094,-0.450868,-26.444454,2.526448,1.725451,-0.800996,-31.704445,2003,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.018616,-0.384429,-0.365813,0.486071,0.579823,0.747497,0.000000,0.558752,0.856892,365,365,-0.365813,0.676658,0.524326,0.774876,0.282192,0.000000,0.011479,-0.350381,-0.361860,-3152.447021,0.465627,-0.012823,-0.478450,-102.753891,0.862382,0.199693,-0.662689,-76.844070,1.010164,0.416293,-0.593871,-58.789589,1.211762,0.821388,-0.390374,-32.215385,2003,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662387,-0.473777,0.473777,0.475132,0.999113,0.000000,0.998227,1.656673,365,365,-0.473777,0.286799,0.320314,1.116857,0.654795,0.000000,1.035601,0.541349,-0.494251,-47.726040,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158704,-0.415301,-26.384998,1.598887,1.186250,-0.412637,-25.807766,1.619166,1.208165,-0.411001,-25.383484,2003,lai,Leaf Area Index,Index,temporal_spatial_mean,365
338,286.129700,286.039124,-0.482307,0.709187,0.829061,0.997200,0.000000,0.994408,0.113781,366,338,-0.090576,7.192922,6.868801,0.954939,0.075678,0.249348,286.755829,286.812927,0.057098,0.019912,293.270325,292.388184,-0.882141,-0.300795,294.696991,294.105774,-0.591217,-0.200619,295.586212,294.821960,-0.764252,-0.258555,296.754425,295.731506,-1.022919,-0.344702,2004,t2m,2m Temperature,K,temporal_spatial_mean,366
338,279.759186,280.684021,0.633326,0.716297,0.878695,0.996715,0.000000,0.993440,0.133735,366,338,0.924835,6.474564,6.252452,0.965695,0.074935,0.259504,279.773682,281.616882,1.843201,0.658818,285.817444,286.300110,0.482666,0.168872,287.727600,288.149536,0.421936,0.146644,288.555725,288.775787,0.220062,0.076263,289.600983,289.441345,-0.159637,-0.055123,2004,d2m,2m Dewpoint,K,temporal_spatial_mean,366
338,956.802673,967.589844,10.835558,10.835558,10.859675,0.972849,0.000000,0.946436,3.839918,366,338,10.787170,2.864314,2.443378,0.853042,0.963349,0.000000,956.801636,967.677246,10.875610,1.136663,958.823364,969.337280,10.513916,1.096544,960.318481,970.548706,10.230225,1.065295,961.409180,971.503235,10.094055,1.049923,963.779846,973.473389,9.693542,1.005784,2004,sp,Surface Pressure,hPa,temporal_spatial_mean,366
338,0.439963,0.061406,-0.366022,0.430652,0.508369,0.872290,0.000000,0.760890,0.716507,366,338,-0.378557,0.718752,0.554883,0.772008,0.242911,0.000000,0.367515,-0.008806,-0.376322,-102.396194,0.905676,0.412633,-0.493043,-54.439259,1.433303,0.840473,-0.592830,-41.361080,1.732128,1.076117,-0.656011,-37.873119,2.139066,1.494155,-0.644911,-30.149178,2004,u10,10m U-Wind,m/s,temporal_spatial_mean,366
338,-0.087208,-0.498872,-0.431793,0.536170,0.634963,0.764731,0.000000,0.584814,0.879240,366,338,-0.411664,0.711255,0.538137,0.756601,0.334578,0.000000,-0.013906,-0.499917,-0.486010,-3494.856689,0.455431,-0.157980,-0.613412,-134.688065,0.832149,0.176587,-0.655562,-78.779381,0.999512,0.363417,-0.636095,-63.640537,1.339318,0.791640,-0.547678,-40.892311,2004,v10,10m V-Wind,m/s,temporal_spatial_mean,366
338,1.135380,0.684772,-0.470505,0.470505,0.471826,0.999126,0.000000,0.998252,1.630582,366,338,-0.450608,0.286799,0.322241,1.123578,0.627219,0.000000,1.034590,0.602663,-0.431927,-41.748650,1.417773,1.008410,-0.409364,-28.873695,1.574003,1.162887,-0.411116,-26.119141,1.598859,1.187591,-0.411268,-25.722572,1.619156,1.208711,-0.410445,-25.349327,2004,lai,Leaf Area Index,Index,temporal_spatial_mean,366
333,286.571136,286.880157,-0.457721,0.689944,0.805603,0.997945,0.000000,0.995894,0.111153,365,333,0.309021,7.377392,6.759727,0.916276,0.086783,0.134311,286.215332,287.332825,1.117493,0.390438,293.721344,293.282593,-0.438751,-0.149377,295.903625,295.256714,-0.646912,-0.218622,296.979919,295.920441,-1.059479,-0.356751,297.680084,296.251617,-1.428467,-0.479866,2005,t2m,2m Temperature,K,temporal_spatial_mean,365
333,279.822571,281.329712,0.862558,0.904506,1.077142,0.996602,0.000000,0.993215,0.167954,365,333,1.507141,6.488702,6.021193,0.927950,0.129787,0.005004,279.130341,282.049316,2.918976,1.045739,286.335510,287.058319,0.722809,0.252434,288.245544,288.717834,0.472290,0.163850,288.996033,288.994171,-0.001862,-0.000644,289.637054,289.486481,-0.150574,-0.051987,2005,d2m,2m Dewpoint,K,temporal_spatial_mean,365
333,955.987000,966.856201,10.832156,10.832156,10.857226,0.975762,0.000000,0.952112,3.538031,365,333,10.869202,3.058041,2.689717,0.879556,0.952108,0.000000,955.746094,966.529358,10.783264,1.128256,957.549561,968.187988,10.638428,1.111005,959.862488,970.276855,10.414368,1.084985,961.551086,971.870361,10.319275,1.073190,965.045349,974.258057,9.212708,0.954640,2005,sp,Surface Pressure,hPa,temporal_spatial_mean,365
333,0.376228,0.049766,-0.272808,0.358234,0.439458,0.887666,0.000000,0.787951,0.607408,365,333,-0.326462,0.751973,0.554458,0.737339,0.246756,0.000000,0.276511,-0.020238,-0.296750,-107.319221,0.778307,0.324769,-0.453538,-58.272434,1.387562,0.854733,-0.532829,-38.400391,1.837132,1.152033,-0.685099,-37.291756,2.314407,1.632387,-0.682020,-29.468449,2005,u10,10m U-Wind,m/s,temporal_spatial_mean,365
333,-0.119223,-0.507367,-0.381479,0.509450,0.597286,0.721193,0.000000,0.520119,0.901830,365,333,-0.388144,0.682889,0.504588,0.738902,0.357909,0.000000,-0.038444,-0.483668,-0.445224,-1158.110962,0.396062,-0.180849,-0.576911,-145.661758,0.724459,0.062470,-0.661990,-91.377045,0.877037,0.307303,-0.569734,-64.961235,1.145276,0.536124,-0.609152,-53.188251,2005,v10,10m V-Wind,m/s,temporal_spatial_mean,365
333,1.136164,0.691843,-0.472041,0.472041,0.473489,0.999195,0.000000,0.998390,1.660572,365,333,-0.444321,0.286799,0.320092,1.116085,0.621622,0.000000,1.035601,0.614899,-0.420702,-40.623970,1.419498,1.010764,-0.408734,-28.794243,1.574005,1.163471,-0.410535,-26.082161,1.598887,1.188110,-0.410778,-25.691465,1.619166,1.208746,-0.410420,-25.347605,2005,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.962677,286.444275,-0.518415,0.711376,0.846419,0.996535,0.000000,0.993083,0.122335,365,365,-0.518402,6.918850,6.553497,0.947195,0.087671,0.120960,286.930237,286.544647,-0.385590,-0.134384,293.665741,292.819427,-0.846313,-0.288189,295.960571,295.108887,-0.851685,-0.287770,297.282349,295.888245,-1.394104,-0.468949,298.020416,296.666718,-1.353699,-0.454230,2006,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.690704,280.674774,0.984041,1.005056,1.156466,0.996863,0.000000,0.993735,0.184479,365,365,0.984070,6.268822,5.898595,0.940942,0.084932,0.143755,279.396393,280.680145,1.283752,0.459474,285.611053,286.532257,0.921204,0.322538,288.110413,288.313782,0.203369,0.070587,288.720398,288.918457,0.198059,0.068599,289.802032,289.760651,-0.041382,-0.014279,2006,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.041077,966.938538,10.897560,10.897560,10.924880,0.973935,0.000000,0.948550,3.508524,365,365,10.897461,3.113811,2.720668,0.873742,0.942466,0.000000,956.022339,966.946533,10.924194,1.142671,958.203735,968.824768,10.621033,1.108432,959.877441,970.116882,10.239441,1.066745,960.969055,971.237061,10.268005,1.068505,963.674500,973.677734,10.003235,1.038031,2006,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.506284,0.159371,-0.346913,0.400498,0.474277,0.888969,0.000000,0.790266,0.682334,365,365,-0.346913,0.695081,0.560811,0.806828,0.252055,0.000000,0.495029,0.119048,-0.375980,-75.951218,0.953165,0.535830,-0.417335,-43.784126,1.437696,0.938526,-0.499171,-34.720165,1.610630,1.059335,-0.551296,-34.228573,2.088282,1.545361,-0.542921,-25.998438,2006,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.023903,-0.465405,-0.441502,0.518819,0.605478,0.821896,0.000000,0.675513,0.835463,365,365,-0.441502,0.724721,0.560266,0.773078,0.331507,0.000000,0.015916,-0.458223,-0.474139,-2978.917236,0.471212,-0.108816,-0.580028,-123.092773,0.916813,0.245514,-0.671300,-73.220963,1.163685,0.442990,-0.720695,-61.932175,1.452035,0.906498,-0.545537,-37.570518,2006,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662359,-0.473805,0.473805,0.475162,0.999116,0.000000,0.998232,1.656776,365,365,-0.473805,0.286799,0.320336,1.116935,0.654795,0.000000,1.035601,0.541334,-0.494266,-47.727512,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158705,-0.415300,-26.384945,1.598887,1.186247,-0.412641,-25.807997,1.619166,1.208160,-0.411006,-25.383837,2006,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.522614,285.908020,-0.614574,0.803205,0.933763,0.997658,0.000000,0.995322,0.123434,365,365,-0.614594,7.564855,7.071225,0.934747,0.101370,0.046942,287.383179,286.565277,-0.817902,-0.284603,293.555939,292.450439,-1.105499,-0.376589,296.224548,295.087097,-1.137451,-0.383983,296.788910,295.606842,-1.182068,-0.398286,297.001770,295.980896,-1.020874,-0.343727,2007,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.431488,280.352173,0.920689,0.930668,1.098777,0.997199,0.000000,0.994405,0.162294,365,365,0.920685,6.770288,6.430079,0.949750,0.082192,0.169891,279.992279,280.958862,0.966583,0.345218,285.692474,286.185669,0.493195,0.172631,288.291138,288.650360,0.359222,0.124604,288.838501,289.250977,0.412476,0.142805,289.710968,289.931885,0.220917,0.076254,2007,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.477051,967.317566,10.840429,10.840429,10.861970,0.965434,0.000000,0.932062,4.204902,365,365,10.840515,2.583168,2.375021,0.919422,0.967123,0.000000,956.495483,967.298096,10.802612,1.129395,958.073181,968.680176,10.606995,1.107117,959.470764,970.347839,10.877075,1.133654,960.916870,971.367981,10.451111,1.087619,963.157043,973.317017,10.159973,1.054862,2007,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.401594,0.115448,-0.286146,0.355297,0.438723,0.899112,0.000000,0.808402,0.590837,365,365,-0.286146,0.742546,0.597231,0.804302,0.197260,0.000001,0.280502,0.035504,-0.244998,-87.342636,0.854730,0.401970,-0.452760,-52.971100,1.468808,0.955270,-0.513538,-34.962898,1.759800,1.202668,-0.557132,-31.658825,2.361134,1.964805,-0.396329,-16.785551,2007,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.110776,-0.543285,-0.432509,0.506193,0.598045,0.789554,0.000000,0.623395,0.888653,365,365,-0.432509,0.672979,0.525979,0.781568,0.342466,0.000000,-0.024506,-0.531394,-0.506888,-2068.464844,0.397727,-0.175186,-0.572913,-144.046661,0.667718,0.115208,-0.552510,-82.746010,0.835932,0.282286,-0.553645,-66.230942,1.154379,0.594586,-0.559793,-48.492985,2007,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662366,-0.473798,0.473798,0.475154,0.999115,0.000000,0.998230,1.656747,365,365,-0.473798,0.286799,0.320326,1.116901,0.654795,0.000000,1.035601,0.541342,-0.494259,-47.726765,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158691,-0.415314,-26.385786,1.598887,1.186247,-0.412640,-25.807962,1.619166,1.208146,-0.411020,-25.384663,2007,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.043488,285.497711,-0.549266,0.722686,0.829671,0.997369,0.000000,0.994746,0.112306,366,365,-0.545776,7.377813,7.052114,0.955854,0.106363,0.027949,286.401733,285.628052,-0.773682,-0.270139,292.888977,292.071655,-0.817322,-0.279055,295.549927,294.670074,-0.879852,-0.297700,296.282227,295.311005,-0.971222,-0.327803,296.823090,295.736298,-1.086792,-0.366141,2008,t2m,2m Temperature,K,temporal_spatial_mean,366
365,278.913177,279.925110,1.003639,1.013773,1.181475,0.996072,0.000000,0.992160,0.175052,366,365,1.011932,6.741901,6.545451,0.970861,0.086406,0.118676,278.329742,279.785004,1.455261,0.522855,285.365082,285.922607,0.557526,0.195373,288.044067,288.623627,0.579559,0.201205,288.494690,288.948669,0.453979,0.157361,288.979797,289.293793,0.313995,0.108657,2008,d2m,2m Dewpoint,K,temporal_spatial_mean,366
365,956.122803,967.094360,10.986380,10.986380,11.016722,0.963071,0.000000,0.927506,3.839250,366,365,10.971558,2.879665,2.497599,0.867323,0.956254,0.000000,955.865112,966.976562,11.111450,1.162450,958.017944,968.752441,10.734497,1.120490,959.764648,970.354675,10.590027,1.103398,960.873535,971.179260,10.305725,1.072537,963.292114,972.881104,9.588989,0.995439,2008,sp,Surface Pressure,hPa,temporal_spatial_mean,366
365,0.478665,0.125165,-0.351967,0.419794,0.486300,0.888298,0.000000,0.789073,0.681894,366,365,-0.353500,0.712788,0.560494,0.786341,0.264174,0.000000,0.478826,0.057210,-0.421616,-88.051979,0.962941,0.517613,-0.445328,-46.246609,1.314684,0.895268,-0.419416,-31.902405,1.671304,1.173066,-0.498237,-29.811298,2.088297,1.425001,-0.663296,-31.762526,2008,u10,10m U-Wind,m/s,temporal_spatial_mean,366
365,-0.021246,-0.504585,-0.487305,0.551506,0.654201,0.799077,0.000000,0.638524,0.902200,366,365,-0.483339,0.728080,0.600658,0.824989,0.335616,0.000000,0.068798,-0.473434,-0.542231,-788.152344,0.448627,-0.093109,-0.541736,-120.754242,0.820666,0.238719,-0.581947,-70.911568,1.015390,0.444592,-0.570798,-56.214687,1.632642,0.966562,-0.666080,-40.797661,2008,v10,10m V-Wind,m/s,temporal_spatial_mean,366
365,1.135380,0.662065,-0.473732,0.473732,0.475086,0.999109,0.000000,0.998219,1.654882,366,365,-0.473316,0.286799,0.320551,1.117683,0.654795,0.000000,1.034590,0.541396,-0.493194,-47.670452,1.417773,0.977272,-0.440501,-31.069939,1.574003,1.158691,-0.415312,-26.385742,1.598859,1.186243,-0.412615,-25.806871,1.619156,1.208168,-0.410988,-25.382833,2008,lai,Leaf Area Index,Index,temporal_spatial_mean,366
363,286.069550,285.631378,-0.407130,0.697867,0.821732,0.996276,0.000000,0.992566,0.111828,365,363,-0.438171,7.339948,6.992034,0.952600,0.095589,0.065495,286.011200,285.731842,-0.279358,-0.097674,293.581726,293.234375,-0.347351,-0.118315,295.572083,294.760071,-0.812012,-0.274725,295.888153,295.101624,-0.786530,-0.265820,296.509460,295.820343,-0.689117,-0.232410,2009,t2m,2m Temperature,K,temporal_spatial_mean,365
363,279.188263,280.120514,0.962092,0.978369,1.130831,0.996871,0.000000,0.993751,0.166319,365,363,0.932251,6.792808,6.524341,0.960478,0.101023,0.044225,279.410858,280.582611,1.171753,0.419366,286.461884,287.252777,0.790894,0.276090,287.897247,288.244141,0.346893,0.120492,288.373108,288.702728,0.329620,0.114303,289.131470,289.398254,0.266785,0.092271,2009,d2m,2m Dewpoint,K,temporal_spatial_mean,365
363,956.243164,967.210632,10.953646,10.953646,10.985446,0.961989,0.000000,0.925422,3.816280,365,363,10.967468,2.876812,2.486858,0.864450,0.964338,0.000000,956.410461,967.183228,10.772766,1.126375,958.040771,968.615845,10.575073,1.103823,959.672241,970.336365,10.664124,1.111226,960.846558,971.542847,10.696289,1.113215,962.607666,973.051453,10.443787,1.084947,2009,sp,Surface Pressure,hPa,temporal_spatial_mean,365
363,0.463958,0.085897,-0.377985,0.454566,0.544325,0.843188,0.000000,0.710967,0.756862,365,363,-0.378061,0.717264,0.543793,0.758149,0.308412,0.000000,0.482416,0.032260,-0.450156,-93.312889,0.899786,0.419821,-0.479964,-53.342075,1.433925,0.800819,-0.633106,-44.151981,1.729988,1.148001,-0.581987,-33.641102,2.369250,1.662033,-0.707217,-29.849838,2009,u10,10m U-Wind,m/s,temporal_spatial_mean,365
363,-0.038147,-0.473371,-0.431156,0.522400,0.617727,0.734662,0.000000,0.539728,0.947921,365,363,-0.435224,0.652334,0.493881,0.757099,0.377071,0.000000,0.035486,-0.425751,-0.461237,-1299.760864,0.468786,-0.115614,-0.584400,-124.662468,0.746902,0.081443,-0.665459,-89.095879,0.897043,0.240183,-0.656860,-73.224991,1.163177,0.756118,-0.407059,-34.995472,2009,v10,10m V-Wind,m/s,temporal_spatial_mean,365
363,1.136164,0.660482,-0.473943,0.473943,0.475299,0.999106,0.000000,0.998214,1.658279,365,363,-0.475682,0.286799,0.320133,1.116228,0.658402,0.000000,1.035601,0.536547,-0.499053,-48.189762,1.419498,0.970681,-0.448816,-31.617968,1.574005,1.158946,-0.415059,-26.369595,1.598887,1.186412,-0.412475,-25.797644,1.619166,1.208216,-0.410950,-25.380339,2009,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.438690,286.054230,-0.384470,0.774554,0.884062,0.998043,0.000000,0.996090,0.116986,365,365,-0.384460,7.556985,6.901528,0.913265,0.115068,0.015863,286.871704,286.143829,-0.727875,-0.253728,293.109253,292.215576,-0.893677,-0.304895,296.330688,295.284851,-1.045837,-0.352929,296.821106,295.667145,-1.153961,-0.388773,297.286072,296.092163,-1.193909,-0.401603,2010,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.611633,280.645538,1.033874,1.065513,1.281824,0.996586,0.000000,0.993183,0.190933,365,365,1.033905,6.713459,6.173872,0.919626,0.112329,0.019926,278.886719,280.458160,1.571442,0.563470,286.037079,286.364838,0.327759,0.114586,288.931183,289.108398,0.177216,0.061335,289.467590,289.482544,0.014954,0.005166,289.948761,289.737549,-0.211212,-0.072845,2010,d2m,2m Dewpoint,K,temporal_spatial_mean,365
