n,era5_mean,conus404_mean,bias,mae,rmse,pearson_r,pearson_pvalue,r_squared,nrmse,n_era5,n_conus404,mean_difference,era5_std,conus404_std,std_ratio,ks_statistic,ks_pvalue,p50_era5,p50_conus404,p50_difference,p50_percent_bias,p75_era5,p75_conus404,p75_difference,p75_percent_bias,p90_era5,p90_conus404,p90_difference,p90_percent_bias,p95_era5,p95_conus404,p95_difference,p95_percent_bias,p99_era5,p99_conus404,p99_difference,p99_percent_bias,year,variable,variable_name,units,metric_type,n_matched
365,-0.044449,-0.458164,-0.413715,0.494635,0.583850,0.764664,0.000000,0.584711,0.913856,365,365,-0.413715,0.638886,0.474049,0.741993,0.378082,0.000000,0.030016,-0.466271,-0.496286,-1653.415527,0.406743,-0.129421,-0.536164,-131.818802,0.730868,0.139132,-0.591736,-80.963425,0.920033,0.286255,-0.633779,-68.886497,1.199595,0.584406,-0.615189,-51.283043,1989,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662392,-0.473772,0.473772,0.475127,0.999114,0.000000,0.998228,1.656654,365,365,-0.473772,0.286799,0.320310,1.116845,0.654795,0.000000,1.035601,0.541366,-0.494235,-47.724472,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158716,-0.415289,-26.384241,1.598887,1.186250,-0.412637,-25.807775,1.619166,1.208177,-0.410989,-25.382740,1989,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.487427,286.020844,-0.466567,0.592801,0.708584,0.997432,0.000000,0.994870,0.100874,365,365,-0.466583,7.024415,6.829554,0.972259,0.117808,0.012558,286.474579,286.065735,-0.408844,-0.142716,293.892426,293.065887,-0.826538,-0.281238,295.591980,294.976227,-0.615753,-0.208312,296.070099,295.228516,-0.841583,-0.284251,296.570526,295.600250,-0.970276,-0.327165,1990,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.836487,280.488312,0.651870,0.729443,0.900591,0.995892,0.000000,0.991802,0.140580,365,365,0.651825,6.406249,6.157073,0.961104,0.071233,0.312940,279.545166,280.499420,0.954254,0.341360,286.392517,286.646454,0.253937,0.088667,288.518768,288.657928,0.139160,0.048233,288.910461,288.954010,0.043549,0.015073,289.425781,289.461273,0.035492,0.012263,1990,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.307800,967.164490,10.856730,10.856730,10.881086,0.967574,0.000000,0.936199,3.985793,365,365,10.856689,2.729968,2.409204,0.882503,0.975342,0.000000,956.217590,966.909912,10.692322,1.118189,957.904541,968.471252,10.566711,1.103107,959.617126,970.358459,10.741333,1.119335,961.041077,971.259460,10.218384,1.063262,963.938965,974.030090,10.091125,1.046864,1990,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.413675,0.044533,-0.369142,0.408832,0.483033,0.892614,0.000000,0.796760,0.717829,365,365,-0.369142,0.672908,0.529745,0.787248,0.271233,0.000000,0.403348,0.028103,-0.375246,-93.032608,0.829346,0.391568,-0.437778,-52.785912,1.266416,0.768496,-0.497920,-39.317265,1.507234,0.969874,-0.537360,-35.652039,1.959157,1.348263,-0.610893,-31.181448,1990,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,0.090995,-0.404505,-0.495500,0.538777,0.637514,0.712165,0.000000,0.507178,1.162225,365,365,-0.495500,0.548529,0.502991,0.916981,0.372603,0.000000,0.148454,-0.408413,-0.556867,-375.109985,0.478031,-0.053937,-0.531968,-111.283142,0.787127,0.288516,-0.498612,-63.345741,0.922333,0.409218,-0.513114,-55.632248,1.176473,0.534867,-0.641606,-54.536381,1990,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662388,-0.473776,0.473776,0.475132,0.999114,0.000000,0.998229,1.656672,365,365,-0.473776,0.286799,0.320319,1.116875,0.654795,0.000000,1.035601,0.541359,-0.494242,-47.725132,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158705,-0.415300,-26.384893,1.598887,1.186265,-0.412622,-25.806812,1.619166,1.208193,-0.410973,-25.381752,1990,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.277405,285.956512,-0.320883,0.640263,0.748534,0.997171,0.000000,0.994350,0.104503,365,365,-0.320892,7.162820,6.733329,0.940039,0.098630,0.057357,286.715363,286.268097,-0.447266,-0.155996,293.176178,292.544708,-0.631470,-0.215389,295.622864,294.885071,-0.737793,-0.249572,296.014343,295.232330,-0.782013,-0.264181,296.679749,295.526978,-1.152771,-0.388557,1991,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.875641,280.507996,0.632344,0.772812,0.974010,0.995584,0.000000,0.991188,0.151517,365,365,0.632355,6.428401,5.970269,0.928733,0.068493,0.359160,279.416779,280.384857,0.968079,0.346464,286.235748,285.991699,-0.244049,-0.085262,288.475006,288.217438,-0.257568,-0.089286,288.758148,288.692596,-0.065552,-0.022701,289.521515,289.270325,-0.251190,-0.086760,1991,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.363342,967.255249,10.891865,10.891865,10.925111,0.967462,0.000000,0.935983,3.600097,365,365,10.891907,3.034671,2.567474,0.846047,0.939726,0.000000,956.471497,967.234070,10.762573,1.125237,958.279602,968.984070,10.704468,1.117051,960.299561,970.600342,10.300781,1.072663,961.201294,971.282043,10.080750,1.048766,962.889832,972.943542,10.053711,1.044119,1991,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.399114,0.059689,-0.339424,0.394215,0.476378,0.900782,0.000000,0.811409,0.653139,365,365,-0.339424,0.729368,0.550226,0.754387,0.279452,0.000000,0.392933,0.041340,-0.351593,-89.479126,0.842062,0.374233,-0.467830,-55.557598,1.316384,0.744884,-0.571499,-43.414349,1.661264,1.063036,-0.598229,-36.010441,2.151165,1.566226,-0.584939,-27.191732,1991,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,0.042916,-0.390278,-0.433194,0.519104,0.614009,0.747120,0.000000,0.558189,0.940394,365,365,-0.433194,0.652927,0.519432,0.795543,0.380822,0.000000,0.087962,-0.376491,-0.464454,-528.013367,0.494053,-0.091431,-0.585484,-118.506378,0.800521,0.216873,-0.583648,-72.908516,1.046935,0.457552,-0.589383,-56.296005,1.470965,0.954559,-0.516406,-35.106602,1991,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662384,-0.473780,0.473780,0.475135,0.999114,0.000000,0.998230,1.656683,365,365,-0.473780,0.286799,0.320311,1.116849,0.654795,0.000000,1.035601,0.541387,-0.494213,-47.722385,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158689,-0.415316,-26.385937,1.598887,1.186234,-0.412653,-25.808773,1.619166,1.208139,-0.411027,-25.385103,1991,lai,Leaf Area Index,Index,temporal_spatial_mean,365
366,285.977722,285.812500,-0.165212,0.529264,0.636748,0.997065,0.000000,0.994138,0.093945,366,366,-0.165222,6.777852,6.428012,0.948385,0.071038,0.314508,286.335022,286.114044,-0.220978,-0.077175,292.738403,292.221985,-0.516418,-0.176410,294.668030,294.242249,-0.425781,-0.144495,295.136414,294.574341,-0.562073,-0.190445,295.487213,294.910553,-0.576660,-0.195156,1992,t2m,2m Temperature,K,temporal_spatial_mean,366
366,279.732452,280.498718,0.766257,0.840965,1.046218,0.995097,0.000000,0.990219,0.174258,366,366,0.766266,6.003847,5.580904,0.929555,0.101093,0.047427,279.489197,280.223328,0.734131,0.262669,285.651642,286.045746,0.394104,0.137967,287.870331,288.048187,0.177856,0.061784,288.421997,288.480408,0.058411,0.020252,289.233917,288.917725,-0.316193,-0.109321,1992,d2m,2m Dewpoint,K,temporal_spatial_mean,366
366,955.882996,966.734985,10.852064,10.852064,10.875914,0.959575,0.000000,0.920784,4.455626,366,366,10.851990,2.440940,2.127263,0.871493,0.989071,0.000000,955.689087,966.644226,10.955139,1.146308,957.641846,968.268494,10.626648,1.109668,959.055542,969.582214,10.526672,1.097608,959.738708,970.307495,10.568787,1.101215,961.008545,971.155701,10.147156,1.055886,1992,sp,Surface Pressure,hPa,temporal_spatial_mean,366
366,0.361705,0.052007,-0.309697,0.410683,0.497220,0.864700,0.000000,0.747706,0.655711,366,366,-0.309697,0.758291,0.576671,0.760487,0.229508,0.000000,0.354791,-0.017384,-0.372174,-104.899681,0.868848,0.408760,-0.460088,-52.953808,1.329385,0.877773,-0.451612,-33.971508,1.618693,1.134324,-0.484369,-29.923439,2.321710,1.509272,-0.812438,-34.993107,1992,u10,10m U-Wind,m/s,temporal_spatial_mean,366
366,-0.040427,-0.384477,-0.344050,0.471157,0.557666,0.748655,0.000000,0.560484,0.846989,366,366,-0.344050,0.658410,0.538625,0.818069,0.275956,0.000000,0.000522,-0.404983,-0.405505,-77644.921875,0.476553,-0.010534,-0.487087,-102.210365,0.760442,0.296201,-0.464241,-61.048885,0.915396,0.464676,-0.450721,-49.237774,1.217586,0.817803,-0.399783,-32.834064,1992,v10,10m V-Wind,m/s,temporal_spatial_mean,366
366,1.135380,0.661571,-0.473809,0.473809,0.475162,0.999111,0.000000,0.998223,1.656775,366,366,-0.473809,0.286799,0.320268,1.116697,0.655738,0.000000,1.034590,0.538958,-0.495633,-47.906178,1.417773,0.976070,-0.441704,-31.154749,1.574003,1.158609,-0.415394,-26.390936,1.598859,1.186197,-0.412662,-25.809755,1.619156,1.208172,-0.410984,-25.382607,1992,lai,Leaf Area Index,Index,temporal_spatial_mean,366
365,285.652496,285.549622,-0.102837,0.583019,0.700968,0.998079,0.000000,0.996161,0.096257,365,365,-0.102875,7.282253,6.741751,0.925778,0.073973,0.270996,286.215057,285.687866,-0.527191,-0.184194,292.741852,292.138641,-0.603210,-0.206055,295.053467,294.346313,-0.707153,-0.239670,295.665039,294.999390,-0.665649,-0.225136,296.405945,295.553833,-0.852112,-0.287481,1993,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.451599,280.258820,0.807214,0.867431,1.057758,0.997267,0.000000,0.994541,0.160524,365,365,0.807220,6.589404,6.091590,0.924452,0.076712,0.233280,279.178955,280.120148,0.941193,0.337129,285.656525,285.819366,0.162842,0.057006,288.398193,288.384857,-0.013336,-0.004624,288.915222,288.693726,-0.221497,-0.076665,289.326263,289.189484,-0.136780,-0.047275,1993,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.086914,966.979980,10.893085,10.893085,10.916771,0.963844,0.000000,0.928994,4.322999,365,365,10.893066,2.525277,2.181392,0.863823,0.986301,0.000000,956.112183,966.999695,10.887512,1.138727,957.703064,968.466858,10.763794,1.123918,959.310669,969.786438,10.475769,1.092010,960.429626,970.365051,9.935425,1.034477,961.875916,972.074463,10.198547,1.060277,1993,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.413631,0.064288,-0.349343,0.406890,0.489214,0.872298,0.000000,0.760904,0.729378,365,365,-0.349343,0.670728,0.486450,0.725256,0.293151,0.000000,0.386622,0.004349,-0.382273,-98.875114,0.821384,0.337334,-0.484050,-58.931000,1.277505,0.713676,-0.563829,-44.135174,1.565392,0.983107,-0.582285,-37.197411,2.079116,1.333881,-0.745234,-35.843815,1993,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.043785,-0.414648,-0.370862,0.490075,0.588988,0.699239,0.000000,0.488935,0.921008,365,365,-0.370862,0.639503,0.466152,0.728928,0.350685,0.000000,0.010300,-0.405247,-0.415547,-4034.332764,0.414988,-0.155784,-0.570772,-137.539429,0.713431,0.170473,-0.542959,-76.105217,0.964843,0.396823,-0.568019,-58.871693,1.232479,0.728180,-0.504299,-40.917427,1993,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662392,-0.473772,0.473772,0.475127,0.999115,0.000000,0.998231,1.656655,365,365,-0.473772,0.286799,0.320309,1.116840,0.654795,0.000000,1.035601,0.541414,-0.494186,-47.719784,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158689,-0.415316,-26.385954,1.598887,1.186239,-0.412648,-25.808468,1.619166,1.208171,-0.410995,-25.383131,1993,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.261505,285.893066,-0.368469,0.617460,0.730533,0.997734,0.000000,0.995474,0.097857,365,365,-0.368439,7.465316,7.066751,0.946611,0.120548,0.009887,287.089355,286.267487,-0.821869,-0.286276,293.381409,292.693939,-0.687469,-0.234326,295.744141,294.719604,-1.024536,-0.346427,295.973083,295.092377,-0.880707,-0.297563,296.760468,295.849518,-0.910950,-0.306965,1994,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.586517,280.337494,0.750987,0.795087,0.949004,0.996930,0.000000,0.993870,0.143672,365,365,0.750977,6.605374,6.322088,0.957113,0.087671,0.120960,279.598663,280.748230,1.149567,0.411149,286.039368,286.727356,0.687988,0.240522,287.958282,288.069153,0.110870,0.038502,288.447357,288.686707,0.239349,0.082979,289.270599,289.151367,-0.119232,-0.041218,1994,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.293213,967.132812,10.839511,10.839511,10.864285,0.966493,0.000000,0.934109,3.985686,365,365,10.839600,2.725826,2.415164,0.886030,0.956164,0.000000,956.322571,967.171387,10.848816,1.134431,957.829468,968.523438,10.693970,1.116480,959.461060,969.789001,10.327942,1.076432,960.542908,971.160889,10.617981,1.105415,963.090332,973.661926,10.571594,1.097674,1994,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.394738,0.105655,-0.289082,0.374961,0.445514,0.860753,0.000000,0.740895,0.673809,365,365,-0.289082,0.661187,0.528603,0.799475,0.276712,0.000000,0.391634,0.067740,-0.323894,-82.703278,0.788299,0.381129,-0.407170,-51.651749,1.155531,0.706067,-0.449464,-38.896759,1.550511,1.100745,-0.449766,-29.007587,2.160897,1.665705,-0.495192,-22.916052,1994,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,0.022863,-0.386850,-0.409713,0.472564,0.571619,0.770268,0.000000,0.593313,0.916062,365,365,-0.409713,0.623996,0.503706,0.807227,0.339726,0.000000,0.079468,-0.318614,-0.398083,-500.931976,0.418332,-0.045528,-0.463860,-110.883102,0.784218,0.246568,-0.537649,-68.558701,1.001364,0.391408,-0.609955,-60.912464,1.449541,0.567071,-0.882470,-60.879257,1994,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662404,-0.473760,0.473760,0.475115,0.999113,0.000000,0.998226,1.656612,365,365,-0.473760,0.286799,0.320308,1.116838,0.654795,0.000000,1.035601,0.541411,-0.494190,-47.720093,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158713,-0.415292,-26.384415,1.598887,1.186260,-0.412627,-25.807148,1.619166,1.208190,-0.410976,-25.381968,1994,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.137787,285.843262,-0.294516,0.643751,0.775571,0.996994,0.000000,0.993997,0.106427,365,365,-0.294525,7.287378,6.822750,0.936242,0.115068,0.015863,285.891388,285.904114,0.012726,0.004451,293.067596,292.543060,-0.524536,-0.178981,296.065277,295.127930,-0.937347,-0.316602,296.519104,295.484192,-1.034912,-0.349020,297.052765,296.042023,-1.010742,-0.340257,1995,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.698944,280.397552,0.698598,0.789317,0.987799,0.996341,0.000000,0.992696,0.151251,365,365,0.698608,6.530858,6.087233,0.932073,0.079452,0.199648,278.869049,280.004425,1.135376,0.407136,286.065033,286.317963,0.252930,0.088417,288.460510,288.412598,-0.047913,-0.016610,289.250031,288.992767,-0.257263,-0.088941,289.805420,289.449005,-0.356415,-0.122984,1995,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,955.489746,966.423279,10.933478,10.933478,10.961583,0.953788,0.000000,0.909711,4.290252,365,365,10.933533,2.554997,2.275846,0.890743,0.983562,0.000000,955.527405,966.304321,10.776917,1.127850,957.316956,967.846558,10.529602,1.099908,958.588257,969.495483,10.907227,1.137843,959.590515,969.936707,10.346191,1.078188,960.767334,971.283020,10.515686,1.094509,1995,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.432824,0.124159,-0.308665,0.369600,0.457267,0.897169,0.000000,0.804912,0.615267,365,365,-0.308665,0.743200,0.588913,0.792401,0.205479,0.000000,0.327687,0.094314,-0.233374,-71.218353,0.898222,0.453148,-0.445074,-49.550510,1.406855,0.916404,-0.490450,-34.861469,1.735076,1.204508,-0.530568,-30.578932,2.464729,1.703134,-0.761595,-30.899742,1995,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.094630,-0.430663,-0.336033,0.493343,0.572321,0.756168,0.000000,0.571790,0.808411,365,365,-0.336033,0.707957,0.531855,0.751253,0.298630,0.000000,-0.064438,-0.411737,-0.347298,-538.960632,0.369900,-0.100648,-0.470549,-127.209595,0.806827,0.195742,-0.611086,-75.739311,1.013301,0.405797,-0.607504,-59.952946,1.457218,0.839561,-0.617657,-42.386036,1995,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662383,-0.473781,0.473781,0.475137,0.999116,0.000000,0.998232,1.656689,365,365,-0.473781,0.286799,0.320323,1.116890,0.654795,0.000000,1.035601,0.541412,-0.494188,-47.719986,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158707,-0.415298,-26.384796,1.598887,1.186263,-0.412624,-25.806948,1.619166,1.208177,-0.410989,-25.382778,1995,lai,Leaf Area Index,Index,temporal_spatial_mean,365
366,285.608429,285.312500,-0.295945,0.642888,0.771127,0.997028,0.000000,0.994065,0.100842,366,366,-0.295929,7.646883,7.224179,0.944722,0.114754,0.016074,285.806061,285.533325,-0.272736,-0.095427,293.560974,292.672211,-0.888763,-0.302753,295.562988,294.684021,-0.878967,-0.297387,295.789734,295.051056,-0.738678,-0.249731,296.179291,295.376190,-0.803101,-0.271154,1996,t2m,2m Temperature,K,temporal_spatial_mean,366
366,279.046082,279.722290,0.676223,0.788563,0.986568,0.996677,0.000000,0.993366,0.139188,366,366,0.676208,7.088021,6.637003,0.936369,0.071038,0.314508,278.114868,279.467407,1.352539,0.486324,286.225586,286.368042,0.142456,0.049771,288.202118,288.178345,-0.023773,-0.008249,288.745331,288.594818,-0.150513,-0.052126,289.251343,289.165894,-0.085449,-0.029542,1996,d2m,2m Dewpoint,K,temporal_spatial_mean,366
366,955.992004,966.961487,10.969522,10.969522,10.996486,0.971296,0.000000,0.943416,3.701204,366,366,10.969482,2.971057,2.581111,0.868752,0.953552,0.000000,955.989380,966.890015,10.900635,1.140246,957.878418,968.461121,10.582703,1.104806,959.426270,970.210632,10.784363,1.124043,960.985596,971.060181,10.074585,1.048360,964.149780,973.815125,9.665344,1.002473,1996,sp,Surface Pressure,hPa,temporal_spatial_mean,366
366,0.462497,0.119056,-0.343441,0.412274,0.499089,0.875123,0.000000,0.765841,0.679013,366,366,-0.343441,0.735021,0.575177,0.782531,0.229508,0.000000,0.388688,0.063641,-0.325047,-83.626701,0.945466,0.465718,-0.479748,-50.741951,1.436914,0.879689,-0.557224,-38.779240,1.784863,1.128955,-0.655909,-36.748398,2.271381,1.724659,-0.546722,-24.070013,1996,u10,10m U-Wind,m/s,temporal_spatial_mean,366
366,-0.003753,-0.441063,-0.437310,0.529825,0.618682,0.782440,0.000000,0.612212,0.880727,366,366,-0.437310,0.702468,0.536618,0.763904,0.336066,0.000000,0.016729,-0.471249,-0.487978,-2916.977051,0.451134,-0.122612,-0.573746,-127.178566,0.837827,0.259231,-0.578596,-69.059151,1.137524,0.483294,-0.654230,-57.513512,1.619000,0.880970,-0.738030,-45.585564,1996,v10,10m V-Wind,m/s,temporal_spatial_mean,366
366,1.135380,0.661576,-0.473805,0.473805,0.475157,0.999109,0.000000,0.998219,1.656758,366,366,-0.473805,0.286799,0.320258,1.116661,0.655738,0.000000,1.034590,0.538958,-0.495632,-47.906143,1.417773,0.976072,-0.441701,-31.154589,1.574003,1.158591,-0.415413,-26.392111,1.598859,1.186194,-0.412665,-25.809980,1.619156,1.208158,-0.410998,-25.383459,1996,lai,Leaf Area Index,Index,temporal_spatial_mean,366
365,285.889801,285.796631,-0.093195,0.579216,0.709644,0.996730,0.000000,0.993471,0.096825,365,365,-0.093170,7.329142,6.925464,0.944922,0.065753,0.409573,285.648987,285.623657,-0.025330,-0.008867,293.273804,292.805023,-0.468781,-0.159844,295.246368,294.831116,-0.415253,-0.140646,295.652161,295.335999,-0.316162,-0.106937,296.910370,296.040161,-0.870209,-0.293088,1997,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.701355,280.362915,0.661556,0.802474,0.988933,0.996146,0.000000,0.992308,0.148474,365,365,0.661560,6.660668,6.188834,0.929161,0.076712,0.233280,278.872833,279.972168,1.099335,0.394206,286.884064,286.723846,-0.160217,-0.055847,288.439026,288.312012,-0.127014,-0.044035,288.983459,288.581146,-0.402313,-0.139217,289.646271,289.078796,-0.567474,-0.195920,1997,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,955.733398,966.505737,10.772275,10.772275,10.803271,0.964931,0.000000,0.931092,3.638473,365,365,10.772339,2.969177,2.617486,0.881553,0.964384,0.000000,955.660645,966.518372,10.857727,1.136149,957.697815,968.141541,10.443726,1.090503,959.636780,970.086304,10.449524,1.088904,960.778503,970.907043,10.128540,1.054201,962.812012,972.699463,9.887451,1.026935,1997,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.571812,0.204540,-0.367272,0.404843,0.487050,0.898773,0.000000,0.807793,0.677372,365,365,-0.367272,0.719028,0.591863,0.823142,0.287671,0.000000,0.565707,0.153812,-0.411895,-72.810646,1.047587,0.584021,-0.463566,-44.250843,1.493621,1.007848,-0.485774,-32.523228,1.807100,1.317437,-0.489664,-27.096655,2.481406,1.763875,-0.717531,-28.916319,1997,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.132679,-0.408980,-0.276301,0.419172,0.527051,0.774295,0.000000,0.599533,0.743185,365,365,-0.276301,0.709179,0.554758,0.782253,0.268493,0.000000,-0.072145,-0.313171,-0.241026,-334.084625,0.401184,-0.018981,-0.420165,-104.731316,0.708452,0.214416,-0.494036,-69.734596,0.864878,0.359854,-0.505024,-58.392540,1.169074,0.672497,-0.496578,-42.476135,1997,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662387,-0.473777,0.473777,0.475133,0.999114,0.000000,0.998229,1.656675,365,365,-0.473777,0.286799,0.320321,1.116882,0.654795,0.000000,1.035601,0.541356,-0.494245,-47.725452,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158721,-0.415284,-26.383877,1.598887,1.186267,-0.412620,-25.806709,1.619166,1.208179,-0.410987,-25.382629,1997,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.824493,286.499878,-0.324604,0.542398,0.653256,0.997995,0.000000,0.995995,0.091208,365,365,-0.324615,7.162238,6.807450,0.950464,0.095890,0.069697,286.789917,286.674042,-0.115875,-0.040404,293.719330,293.098602,-0.620728,-0.211334,296.261658,295.501251,-0.760406,-0.256667,296.643799,295.968170,-0.675629,-0.227758,297.497559,296.539001,-0.958557,-0.322207,1998,t2m,2m Temperature,K,temporal_spatial_mean,365
365,280.650696,281.084900,0.434194,0.647761,0.796543,0.996373,0.000000,0.992759,0.126457,365,365,0.434204,6.298922,5.877756,0.933137,0.076712,0.233280,280.288849,281.525879,1.237030,0.441341,287.276672,287.202454,-0.074219,-0.025835,289.225830,288.867157,-0.358673,-0.124011,289.511688,289.141937,-0.369751,-0.127715,290.081665,289.615417,-0.466248,-0.160730,1998,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,955.474670,966.386230,10.911557,10.911557,10.944901,0.960942,0.000000,0.923409,3.752486,365,365,10.911560,2.916707,2.524902,0.865669,0.961644,0.000000,955.373108,966.054199,10.681091,1.118002,957.339661,968.074829,10.735168,1.121354,959.557190,969.897217,10.340027,1.077583,960.500549,970.831787,10.331238,1.075610,962.872131,973.089172,10.217041,1.061100,1998,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.395124,0.085960,-0.309165,0.383049,0.467096,0.822987,0.000000,0.677307,0.758738,365,365,-0.309165,0.615622,0.523923,0.851046,0.304110,0.000000,0.427345,0.030931,-0.396414,-92.762108,0.812980,0.401623,-0.411356,-50.598606,1.113999,0.813567,-0.300432,-26.968815,1.353804,1.011167,-0.342636,-25.309160,1.832216,1.417553,-0.414663,-22.631762,1998,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.021343,-0.453992,-0.432648,0.505308,0.603776,0.786874,0.000000,0.619171,0.885326,365,365,-0.432648,0.681982,0.552062,0.809496,0.342466,0.000000,0.042399,-0.441748,-0.484147,-1141.876465,0.409413,-0.085787,-0.495200,-120.953636,0.798913,0.243524,-0.555389,-69.518089,1.045376,0.434213,-0.611164,-58.463516,1.527098,0.742725,-0.784373,-51.363617,1998,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662357,-0.473807,0.473807,0.475163,0.999115,0.000000,0.998230,1.656779,365,365,-0.473807,0.286799,0.320327,1.116905,0.654795,0.000000,1.035601,0.541354,-0.494247,-47.725643,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158685,-0.415320,-26.386187,1.598887,1.186230,-0.412657,-25.809036,1.619166,1.208140,-0.411026,-25.385050,1998,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.545410,286.102325,-0.443100,0.579878,0.687419,0.998089,0.000000,0.996181,0.101689,365,365,-0.443085,6.760010,6.428192,0.950915,0.093151,0.084223,286.409821,285.936401,-0.473419,-0.165294,292.881409,292.090759,-0.790649,-0.269955,295.474854,294.570740,-0.904114,-0.305987,295.875671,295.275116,-0.600555,-0.202976,297.369598,296.040894,-1.328705,-0.446819,1999,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.726959,280.277374,0.550413,0.753579,0.902222,0.996463,0.000000,0.992938,0.140745,365,365,0.550415,6.410324,5.917678,0.923148,0.082192,0.169891,279.250488,280.216553,0.966064,0.345949,285.591919,285.846344,0.254425,0.089087,288.557617,288.166290,-0.391327,-0.135615,289.212067,288.591553,-0.620514,-0.214553,289.838562,289.198395,-0.640167,-0.220870,1999,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.532532,967.335938,10.803385,10.803385,10.827866,0.966924,0.000000,0.934943,4.047467,365,365,10.803406,2.675220,2.333851,0.872396,0.972603,0.000000,956.322571,967.113098,10.790527,1.128335,958.356262,968.972351,10.616089,1.107739,959.933777,970.364197,10.430420,1.086577,960.796143,971.051575,10.255432,1.067389,964.368530,974.229919,9.861389,1.022575,1999,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.445612,0.152466,-0.293146,0.362235,0.437603,0.885400,0.000000,0.783933,0.641603,365,365,-0.293146,0.682046,0.532819,0.781207,0.221918,0.000000,0.368373,0.099998,-0.268374,-72.854050,0.883424,0.484878,-0.398545,-45.113731,1.306905,0.895073,-0.411831,-31.511957,1.561215,1.067122,-0.494092,-31.647938,2.131713,1.474841,-0.656872,-30.814281,1999,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.081072,-0.502773,-0.421701,0.501875,0.603614,0.781851,0.000000,0.611290,0.872419,365,365,-0.421701,0.691886,0.519939,0.751481,0.304110,0.000000,-0.082433,-0.497173,-0.414740,-503.124908,0.379159,-0.134267,-0.513427,-135.411850,0.812595,0.153379,-0.659216,-81.124756,0.979589,0.355391,-0.624198,-63.720390,1.309860,0.528210,-0.781649,-59.674282,1999,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662359,-0.473805,0.473805,0.475161,0.999114,0.000000,0.998229,1.656772,365,365,-0.473805,0.286799,0.320321,1.116883,0.654795,0.000000,1.035601,0.541340,-0.494261,-47.726978,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158668,-0.415337,-26.387278,1.598887,1.186211,-0.412676,-25.810190,1.619166,1.208136,-0.411030,-25.385286,1999,lai,Leaf Area Index,Index,temporal_spatial_mean,365
