n,era5_mean,conus404_mean,bias,mae,rmse,pearson_r,pearson_pvalue,r_squared,nrmse,n_era5,n_conus404,mean_difference,era5_std,conus404_std,std_ratio,ks_statistic,ks_pvalue,p50_era5,p50_conus404,p50_difference,p50_percent_bias,p75_era5,p75_conus404,p75_difference,p75_percent_bias,p90_era5,p90_conus404,p90_difference,p90_percent_bias,p95_era5,p95_conus404,p95_difference,p95_percent_bias,p99_era5,p99_conus404,p99_difference,p99_percent_bias,year,season,variable,variable_name,units
91,287.721649,287.460815,-0.260847,0.395510,0.505542,0.996295,0.000000,0.992603,0.108690,91,91,-0.260834,4.651222,4.468143,0.960638,0.065934,0.989735,287.817169,287.613983,-0.203186,-0.070596,291.687714,291.500854,-0.186859,-0.064061,293.355652,292.710052,-0.645599,-0.220074,295.611450,294.630859,-0.980591,-0.331716,296.095032,294.971466,-1.123566,-0.379461,2012,Autumn,t2m,2m Temperature,K
91,272.703888,273.529266,0.825344,0.851440,0.989822,0.981613,0.000000,0.963564,0.373948,91,91,0.825378,2.646953,2.390267,0.903026,0.175824,0.120121,272.969330,273.463043,0.493713,0.180868,274.648804,275.086731,0.437927,0.159450,275.928192,276.310516,0.382324,0.138559,276.596588,277.292389,0.695801,0.251558,279.290344,279.477722,0.187378,0.067091,2012,Winter,d2m,2m Dewpoint,K
92,278.866394,279.629364,0.762955,0.831469,1.002788,0.977826,0.000000,0.956143,0.322827,92,92,0.762970,3.106265,3.019659,0.972119,0.130435,0.416118,279.118927,279.468445,0.349518,0.125222,280.934204,282.307709,1.373505,0.488906,283.002228,283.565735,0.563507,0.199118,283.400177,284.063568,0.663391,0.234083,283.815857,284.354218,0.538361,0.189687,2012,Spring,d2m,2m Dewpoint,K
92,287.281403,287.795380,0.514049,0.546116,0.645937,0.988069,0.000000,0.976281,0.379080,92,92,0.513977,1.703957,1.393595,0.817858,0.173913,0.123865,287.923706,288.256714,0.333008,0.115658,288.520172,288.853546,0.333374,0.115546,289.001526,289.114960,0.113434,0.039250,289.397827,289.507446,0.109619,0.037878,289.881195,289.963593,0.082397,0.028425,2012,Summer,d2m,2m Dewpoint,K
91,280.464539,281.805511,1.340914,1.340914,1.417935,0.993280,0.000000,0.986606,0.363828,91,91,1.340973,3.897265,3.775944,0.968870,0.197802,0.056641,280.833160,282.143860,1.310699,0.466718,283.555298,285.018616,1.463318,0.516061,284.755707,286.089142,1.333435,0.468273,287.399292,288.003967,0.604675,0.210396,287.715881,288.377869,0.661987,0.230084,2012,Autumn,d2m,2m Dewpoint,K
91,956.609741,96760.921875,95804.343750,95804.343750,95804.601562,0.964433,0.000000,0.930130,34315.179688,91,91,95804.312500,2.791901,231.473419,82.908882,1.000000,0.000000,956.283691,96759.242188,95802.960938,10018.256836,958.827759,96926.281250,95967.453125,10008.831055,959.940857,97043.281250,96083.343750,10009.297852,960.948486,97087.125000,96126.179688,10003.260742,961.553406,97180.429688,96218.875000,10006.608398,2012,Winter,sp,Surface Pressure,hPa
92,955.216309,96633.968750,95678.757812,95678.757812,95678.968750,0.954530,0.000000,0.911128,39125.617188,92,92,95678.750000,2.445430,206.816849,84.572784,1.000000,0.000000,955.055420,96629.984375,95674.929688,10017.736328,956.597534,96764.984375,95808.390625,10015.538086,958.309875,96915.445312,95957.132812,10013.163086,959.557678,96985.859375,96026.304688,10007.350586,960.831909,97077.351562,96116.523438,10003.468750,2012,Spring,sp,Surface Pressure,hPa
92,955.230713,96600.257812,95645.054688,95645.054688,95645.171875,0.968182,0.000000,0.937376,54857.207031,92,92,95645.023438,1.743530,155.299698,89.072014,1.000000,0.000000,955.157227,96597.343750,95642.187500,10013.240234,956.692566,96733.171875,95776.476562,10011.208008,957.430969,96805.109375,95847.679688,10010.922852,957.697693,96827.328125,95869.632812,10010.426758,958.098022,96837.187500,95879.085938,10007.231445,2012,Summer,sp,Surface Pressure,hPa
91,956.759094,96748.757812,95792.000000,95792.000000,95792.289062,0.975435,0.000000,0.951473,33445.808594,91,91,95792.000000,2.864105,243.372330,84.973274,1.000000,0.000000,956.598450,96737.328125,95780.726562,10012.636719,958.546509,96872.921875,95914.375000,10006.231445,961.056274,97079.500000,96118.445312,10001.333984,961.703857,97159.453125,96197.750000,10002.845703,962.425903,97241.875000,96279.445312,10003.830078,2012,Autumn,sp,Surface Pressure,hPa
91,0.884848,0.505839,-0.379009,0.443185,0.529260,0.889988,0.000000,0.792078,0.708951,91,91,-0.379009,0.746539,0.520921,0.697782,0.263736,0.003427,0.781583,0.377914,-0.403669,-51.647617,1.389983,0.896814,-0.493169,-35.480232,1.920487,1.155107,-0.765379,-39.853394,2.143462,1.321462,-0.822000,-38.349171,2.428120,1.801618,-0.626502,-25.801939,2012,Winter,u10,10m U-Wind,m/s
92,0.383594,0.094931,-0.288663,0.337627,0.432495,0.779799,0.000000,0.608086,0.845165,92,92,-0.288663,0.511729,0.432165,0.844521,0.250000,0.006182,0.299906,0.052891,-0.247015,-82.364014,0.723210,0.422767,-0.300443,-41.543007,1.076636,0.711557,-0.365079,-33.909260,1.282226,0.815103,-0.467123,-36.430645,1.632755,1.008761,-0.623993,-38.217213,2012,Spring,u10,10m U-Wind,m/s
92,0.360991,-0.070338,-0.431329,0.438178,0.480143,0.918122,0.000000,0.842948,0.949445,92,92,-0.431329,0.505709,0.398517,0.788037,0.434783,0.000000,0.397915,-0.060808,-0.458723,-115.281677,0.677313,0.178945,-0.498368,-73.580177,0.946453,0.434422,-0.512031,-54.099976,1.220277,0.562060,-0.658217,-53.939953,1.543950,0.836367,-0.707583,-45.829399,2012,Summer,u10,10m U-Wind,m/s
91,0.322236,0.079722,-0.242514,0.395592,0.459046,0.837858,0.000000,0.702007,0.652506,91,91,-0.242514,0.703512,0.522927,0.743310,0.252747,0.005795,0.300744,0.066640,-0.234104,-77.841606,0.757100,0.435748,-0.321352,-42.445084,1.173079,0.761496,-0.411583,-35.085712,1.468107,0.973106,-0.495001,-33.716953,1.949931,1.218811,-0.731121,-37.494682,2012,Autumn,u10,10m U-Wind,m/s
91,-0.144766,-0.483154,-0.338388,0.499346,0.597668,0.684906,0.000000,0.469096,0.885502,91,91,-0.338388,0.674948,0.491329,0.727951,0.274725,0.001979,-0.192402,-0.423886,-0.231484,-120.312500,0.317692,-0.198746,-0.516438,-162.559479,0.848921,0.131864,-0.717057,-84.466911,1.009126,0.201039,-0.808087,-80.077919,1.244107,0.464137,-0.779970,-62.693138,2012,Winter,v10,10m V-Wind,m/s
92,0.281568,-0.252950,-0.534518,0.582684,0.714151,0.768460,0.000000,0.590531,0.969307,92,92,-0.534518,0.736764,0.521087,0.707264,0.358696,0.000012,0.253464,-0.291211,-0.544676,-214.892426,0.752542,0.067448,-0.685094,-91.037277,1.392470,0.409170,-0.983300,-70.615517,1.524773,0.640553,-0.884220,-57.990246,1.817401,1.090944,-0.726458,-39.972336,2012,Spring,v10,10m V-Wind,m/s
92,0.444702,-0.114538,-0.559240,0.565610,0.640872,0.569420,0.000000,0.324239,1.851892,92,92,-0.559240,0.346064,0.327588,0.946612,0.630435,0.000000,0.497140,-0.120748,-0.617887,-124.288551,0.647903,0.107156,-0.540746,-83.461067,0.839499,0.267182,-0.572317,-68.173607,0.940826,0.439547,-0.501280,-53.280769,1.081770,0.576469,-0.505301,-46.710545,2012,Summer,v10,10m V-Wind,m/s
91,-0.327508,-0.693895,-0.366386,0.437042,0.518154,0.771764,0.000000,0.595619,0.922485,91,91,-0.366386,0.561694,0.515119,0.917082,0.296703,0.000615,-0.322632,-0.699899,-0.377267,-116.934303,0.094898,-0.320517,-0.415414,-437.749969,0.311032,-0.106988,-0.418020,-134.397629,0.456082,0.026323,-0.429759,-94.228371,0.863372,0.448674,-0.414698,-48.032406,2012,Autumn,v10,10m V-Wind,m/s
91,0.830935,0.331294,-0.499641,0.499641,0.499774,0.635049,0.000000,0.403288,35.328648,91,91,-0.499641,0.014146,0.012626,0.892502,1.000000,0.000000,0.825907,0.326658,-0.499249,-60.448524,0.839086,0.339844,-0.499242,-59.498268,0.851313,0.351322,-0.499992,-58.731812,0.860962,0.355198,-0.505764,-58.744099,0.868680,0.360737,-0.507944,-58.473019,2012,Winter,lai,Leaf Area Index,Index
92,1.071447,0.579648,-0.491800,0.491800,0.491994,0.998168,0.000000,0.996340,2.967690,92,92,-0.491800,0.165783,0.174988,1.055523,0.902174,0.000000,1.039403,0.528494,-0.510909,-49.154057,1.212397,0.724542,-0.487855,-40.238903,1.317859,0.848165,-0.469694,-35.640675,1.353485,0.891329,-0.462155,-34.145592,1.381986,0.925874,-0.456111,-33.004070,2012,Spring,lai,Leaf Area Index,Index
92,1.543955,1.122717,-0.421238,0.421238,0.421372,0.998129,0.000000,0.996261,7.008409,92,92,-0.421238,0.060124,0.069984,1.163991,1.000000,0.000000,1.561647,1.144969,-0.416677,-26.681915,1.593155,1.178776,-0.414379,-26.009960,1.611411,1.200062,-0.411349,-25.527235,1.618217,1.206219,-0.411998,-25.459999,1.622969,1.212130,-0.410839,-25.314028,2012,Summer,lai,Leaf Area Index,Index
91,1.091397,0.608372,-0.483025,0.483025,0.483902,0.999799,0.000000,0.999599,2.719551,91,91,-0.483025,0.177934,0.206801,1.162231,0.824176,0.000000,1.029400,0.541798,-0.487602,-47.367596,1.246184,0.789526,-0.456658,-36.644508,1.368852,0.927034,-0.441818,-32.276527,1.401409,0.964713,-0.436697,-31.161259,1.427456,0.994855,-0.432600,-30.305698,2012,Autumn,lai,Leaf Area Index,Index
90,276.546021,276.613251,0.067205,0.484107,0.587500,0.970455,0.000000,0.941783,0.287754,90,90,0.067230,2.041676,1.668359,0.817152,0.100000,0.762125,276.701111,276.627991,-0.073120,-0.026426,277.944946,277.716858,-0.228088,-0.082062,278.904510,278.706573,-0.197937,-0.070969,280.122681,279.029022,-1.093658,-0.390421,280.713623,280.676605,-0.037018,-0.013187,2013,Winter,t2m,2m Temperature,K
92,284.848602,284.163391,-0.685219,0.748199,0.874132,0.995304,0.000000,0.990631,0.201635,92,92,-0.685211,4.335213,3.970632,0.915902,0.130435,0.416118,284.144531,283.457642,-0.686890,-0.241740,288.975983,288.112946,-0.863037,-0.298654,290.961090,289.817627,-1.143463,-0.392995,291.178223,290.120453,-1.057770,-0.363272,292.512848,291.122162,-1.390686,-0.475427,2013,Spring,t2m,2m Temperature,K
92,295.384521,294.452545,-0.931997,0.931997,1.008043,0.959664,0.000000,0.920956,0.779928,92,92,-0.931976,1.292482,1.364797,1.055950,0.413043,0.000000,295.669464,294.921875,-0.747589,-0.252846,296.429169,295.425262,-1.003906,-0.338666,296.709015,295.693024,-1.015991,-0.342420,296.868988,295.786255,-1.082733,-0.364718,297.113922,295.929810,-1.184113,-0.398538,2013,Summer,t2m,2m Temperature,K
91,287.261292,287.263550,0.002250,0.415961,0.520521,0.996084,0.000000,0.992183,0.100218,91,91,0.002258,5.193896,4.928493,0.948901,0.076923,0.952399,286.998016,287.670044,0.672028,0.234158,291.161346,290.907135,-0.254211,-0.087309,294.461731,293.990112,-0.471619,-0.160163,295.197632,294.574036,-0.623596,-0.211247,295.578796,295.165039,-0.413757,-0.139982,2013,Autumn,t2m,2m Temperature,K
90,271.126160,272.064575,0.938428,0.983098,1.091969,0.978120,0.000000,0.956718,0.475934,90,90,0.938416,2.294369,1.954501,0.851868,0.233333,0.014634,271.018768,272.064331,1.045563,0.385790,272.550720,273.273224,0.722504,0.265090,274.004333,274.361725,0.357391,0.130433,275.590973,275.262115,-0.328857,-0.119328,276.090790,276.984711,0.893921,0.323778,2013,Winter,d2m,2m Dewpoint,K
92,276.995392,278.237061,1.241629,1.241629,1.374968,0.988880,0.000000,0.977883,0.346252,92,92,1.241669,3.971002,3.938737,0.991875,0.184783,0.086376,276.773285,277.809875,1.036591,0.374527,279.818237,281.958008,2.139771,0.764700,282.572876,283.581390,1.008514,0.356904,283.626160,284.390289,0.764130,0.269414,285.300659,285.926178,0.625519,0.219249,2013,Spring,d2m,2m Dewpoint,K
92,287.634369,288.136078,0.501743,0.527389,0.632561,0.979211,0.000000,0.958853,0.388407,92,92,0.501709,1.628603,1.396624,0.857560,0.271739,0.002137,288.142303,288.596802,0.454498,0.157734,288.648376,288.993744,0.345367,0.119650,289.388489,289.447174,0.058685,0.020279,289.822571,289.775116,-0.047455,-0.016374,290.065247,290.210114,0.144867,0.049943,2013,Summer,d2m,2m Dewpoint,K
91,280.979340,282.195435,1.216102,1.216715,1.345831,0.994269,0.000000,0.988570,0.278029,91,91,1.216095,4.840609,4.558818,0.941786,0.142857,0.312341,281.163666,282.835449,1.671783,0.594594,284.259064,285.554932,1.295868,0.455876,288.029968,288.376831,0.346863,0.120426,288.710510,288.857910,0.147400,0.051055,288.989410,289.328522,0.339111,0.117344,2013,Autumn,d2m,2m Dewpoint,K
90,958.018311,96922.070312,95964.054688,95964.054688,95964.312500,0.961414,0.000000,0.924316,33962.363281,90,90,95964.054688,2.825608,221.633057,78.437302,1.000000,0.000000,958.409790,96948.203125,95989.796875,10015.528320,960.020752,97082.445312,96122.421875,10012.536133,961.521423,97205.984375,96244.460938,10009.601562,962.245300,97253.585938,96291.343750,10006.943359,963.466125,97385.718750,96422.250000,10007.850586,2013,Winter,sp,Surface Pressure,hPa
92,956.554321,96803.476562,95846.921875,95846.921875,95847.171875,0.963905,0.000000,0.929113,38735.039062,92,92,95846.921875,2.474431,220.776184,89.223015,1.000000,0.000000,956.734558,96790.968750,95834.234375,10016.804688,958.165894,96968.296875,96010.132812,10020.199219,959.323303,97050.960938,96091.640625,10016.606445,961.107361,97140.992188,96179.882812,10007.194336,961.853821,97344.101562,96382.250000,10020.467773,2013,Spring,sp,Surface Pressure,hPa
92,956.382324,96702.882812,95746.507812,95746.507812,95746.601562,0.930423,0.000000,0.865687,60359.968750,92,92,95746.500000,1.586260,138.926514,87.581177,1.000000,0.000000,956.203613,96671.914062,95715.710938,10009.971680,957.374390,96782.007812,95824.632812,10009.107422,958.699341,96924.554688,95965.851562,10010.004883,959.204590,96964.890625,96005.687500,10008.885742,959.724915,97049.890625,96090.164062,10012.260742,2013,Summer,sp,Surface Pressure,hPa
91,956.508606,96706.140625,95749.617188,95749.617188,95750.093750,0.978980,0.000000,0.958401,29899.865234,91,91,95749.632812,3.202359,299.239349,93.443420,1.000000,0.000000,955.823059,96671.554688,95715.734375,10013.958984,958.363342,96892.812500,95934.445312,10010.238281,960.771240,97074.640625,96113.867188,10003.824219,962.944641,97241.570312,96278.625000,9998.354492,964.387817,97469.062500,96504.671875,10006.832031,2013,Autumn,sp,Surface Pressure,hPa
90,0.747432,0.313310,-0.434121,0.464748,0.549733,0.834397,0.000000,0.696218,0.903309,90,90,-0.434121,0.608577,0.472659,0.776662,0.366667,0.000009,0.779571,0.309146,-0.470425,-60.344128,1.054016,0.691384,-0.362632,-34.404823,1.545167,0.867922,-0.677245,-43.829903,1.780413,1.039464,-0.740948,-41.616661,2.295314,1.512449,-0.782864,-34.107075,2013,Winter,u10,10m U-Wind,m/s
92,0.366110,-0.010474,-0.376584,0.431059,0.487229,0.902699,0.000000,0.814865,0.685643,92,92,-0.376584,0.710616,0.595781,0.838401,0.260870,0.003677,0.290184,-0.093391,-0.383575,-132.183487,0.861135,0.363512,-0.497623,-57.786861,1.279883,0.853170,-0.426714,-33.340042,1.485199,1.063290,-0.421909,-28.407587,1.838492,1.183513,-0.654979,-35.625885,2013,Spring,u10,10m U-Wind,m/s
92,0.192352,-0.220523,-0.412875,0.419139,0.477496,0.909080,0.000000,0.826426,0.999565,92,92,-0.412875,0.477704,0.300379,0.628798,0.456522,0.000000,0.212634,-0.236656,-0.449290,-211.297302,0.536161,-0.009454,-0.545615,-101.763206,0.740907,0.177870,-0.563037,-75.992912,1.011177,0.305209,-0.705968,-69.816422,1.053453,0.404232,-0.649221,-61.627895,2013,Summer,u10,10m U-Wind,m/s
91,0.183016,-0.074620,-0.257637,0.365014,0.445814,0.832771,0.000000,0.693508,0.687553,91,91,-0.257637,0.648407,0.480692,0.741344,0.219780,0.024383,0.157991,-0.137616,-0.295607,-187.103317,0.711203,0.299892,-0.411311,-57.833160,1.034454,0.628779,-0.405675,-39.216324,1.196937,0.729572,-0.467365,-39.046734,1.398376,0.788741,-0.609635,-43.595963,2013,Autumn,u10,10m U-Wind,m/s
90,-0.444773,-0.834285,-0.389511,0.503088,0.610856,0.521292,0.000000,0.271746,1.174693,90,90,-0.389512,0.520013,0.427590,0.822267,0.333333,0.000079,-0.474384,-0.787326,-0.312942,-65.968170,-0.086220,-0.548570,-0.462350,-536.246765,0.283496,-0.322357,-0.605853,-213.707977,0.512845,-0.197035,-0.709880,-138.419952,0.795798,-0.015089,-0.810887,-101.896065,2013,Winter,v10,10m V-Wind,m/s
92,-0.291183,-0.794704,-0.503521,0.567996,0.660812,0.860911,0.000000,0.741168,0.808909,92,92,-0.503521,0.816918,0.601284,0.736040,0.369565,0.000006,-0.193337,-0.748515,-0.555178,-287.155029,0.314911,-0.340149,-0.655060,-208.014221,0.652110,-0.007427,-0.659537,-101.138992,0.771914,0.101308,-0.670606,-86.875763,1.175846,0.262566,-0.913280,-77.670036,2013,Spring,v10,10m V-Wind,m/s
92,0.515170,-0.049893,-0.565064,0.579570,0.657122,0.670609,0.000000,0.449716,1.495074,92,92,-0.565064,0.439525,0.373536,0.849864,0.565217,0.000000,0.446679,-0.058151,-0.504830,-113.018578,0.798499,0.179098,-0.619402,-77.570724,1.130452,0.400457,-0.729995,-64.575516,1.336124,0.550586,-0.785537,-58.792263,1.749177,1.083781,-0.665395,-38.040482,2013,Summer,v10,10m V-Wind,m/s
91,-0.276372,-0.727139,-0.450767,0.526802,0.619469,0.767948,0.000000,0.589744,0.936616,91,91,-0.450767,0.661391,0.540921,0.817855,0.373626,0.000005,-0.345200,-0.789137,-0.443938,-128.603195,0.086894,-0.342148,-0.429043,-493.752441,0.596178,0.021181,-0.574996,-96.447121,0.740274,0.175760,-0.564515,-76.257507,1.378627,0.342434,-1.036192,-75.161194,2013,Autumn,v10,10m V-Wind,m/s
90,0.830802,0.331030,-0.499772,0.499772,0.499904,0.632217,0.000000,0.399699,35.358318,90,90,-0.499772,0.014138,0.012376,0.875366,1.000000,0.000000,0.825802,0.326637,-0.499165,-60.446110,0.838845,0.339556,-0.499288,-59.520966,0.851528,0.350264,-0.501263,-58.866367,0.861069,0.354252,-0.506817,-58.859032,0.868702,0.359932,-0.508769,-58.566628,2013,Winter,lai,Leaf Area Index,Index
92,1.071378,0.579627,-0.491751,0.491751,0.491945,0.998173,0.000000,0.996349,2.965798,92,92,-0.491751,0.165873,0.175058,1.055375,0.902174,0.000000,1.039403,0.528562,-0.510841,-49.147545,1.212397,0.724575,-0.487822,-40.236141,1.317859,0.848186,-0.469673,-35.639095,1.353485,0.891351,-0.462133,-34.143955,1.381986,0.925880,-0.456105,-33.003613,2013,Spring,lai,Leaf Area Index,Index
92,1.543955,1.122724,-0.421231,0.421231,0.421365,0.998132,0.000000,0.996268,7.008288,92,92,-0.421231,0.060124,0.069979,1.163910,1.000000,0.000000,1.561647,1.144982,-0.416665,-26.681122,1.593155,1.178776,-0.414379,-26.009960,1.611411,1.200056,-0.411355,-25.527620,1.618217,1.206219,-0.411999,-25.460035,1.622969,1.212129,-0.410840,-25.314114,2013,Summer,lai,Leaf Area Index,Index
91,1.091397,0.608374,-0.483023,0.483023,0.483900,0.999799,0.000000,0.999599,2.719542,91,91,-0.483024,0.177934,0.206800,1.162223,0.824176,0.000000,1.029400,0.541798,-0.487602,-47.367596,1.246184,0.789526,-0.456658,-36.644508,1.368852,0.927034,-0.441818,-32.276527,1.401409,0.964713,-0.436697,-31.161259,1.427456,0.994855,-0.432600,-30.305698,2013,Autumn,lai,Leaf Area Index,Index
90,277.059143,277.148712,0.089542,0.502409,0.621514,0.984428,0.000000,0.969098,0.199035,90,90,0.089569,3.122632,2.796614,0.895595,0.077778,0.950194,277.672119,277.700012,0.027893,0.010045,279.889954,279.645020,-0.244934,-0.087511,281.216583,280.755463,-0.461121,-0.163973,281.380890,281.159760,-0.221130,-0.078588,281.645477,281.908051,0.262573,0.093228,2014,Winter,t2m,2m Temperature,K
92,285.013855,284.221161,-0.792732,0.832745,0.940777,0.995884,0.000000,0.991784,0.200095,92,92,-0.792694,4.701656,4.408382,0.937623,0.141304,0.318630,285.930573,284.712952,-1.217621,-0.425845,288.494354,287.684174,-0.810181,-0.280831,291.539154,290.430878,-1.108276,-0.380147,292.695251,291.349792,-1.345459,-0.459679,292.954010,291.732330,-1.221680,-0.417021,2014,Spring,t2m,2m Temperature,K
92,295.136963,294.520325,-0.616679,0.622489,0.720186,0.961132,0.000000,0.923774,0.690420,92,92,-0.616638,1.043113,1.238015,1.186847,0.380435,0.000003,295.361084,294.972565,-0.388519,-0.131540,295.853912,295.463867,-0.390045,-0.131837,296.272491,295.620605,-0.651886,-0.220029,296.413422,295.660034,-0.753387,-0.254168,296.766327,295.981567,-0.784760,-0.264437,2014,Summer,t2m,2m Temperature,K
91,287.438904,287.323669,-0.115228,0.403170,0.511472,0.995860,0.000000,0.991738,0.096008,91,91,-0.115234,5.327362,5.187645,0.973774,0.076923,0.952399,288.838715,289.082672,0.243958,0.084462,291.850586,291.742249,-0.108337,-0.037121,293.433044,292.897522,-0.535522,-0.182502,294.079895,293.618530,-0.461365,-0.156884,295.292969,294.687286,-0.605682,-0.205112,2014,Autumn,t2m,2m Temperature,K
90,271.507263,272.603546,1.096326,1.096326,1.227643,0.989220,0.000000,0.978557,0.347844,90,90,1.096283,3.529288,3.296108,0.933930,0.155556,0.227043,271.227051,272.335724,1.108673,0.408762,274.470673,275.475647,1.004974,0.366150,276.302704,277.200562,0.897858,0.324954,277.067871,278.004822,0.936951,0.338166,277.644745,278.236359,0.591614,0.213083,2014,Winter,d2m,2m Dewpoint,K
92,276.948151,278.184967,1.236827,1.237118,1.339965,0.992625,0.000000,0.985305,0.322152,92,92,1.236816,4.159416,4.236096,1.018435,0.184783,0.086376,277.575104,278.333893,0.758789,0.273364,279.481934,281.429596,1.947662,0.696883,283.312042,284.699951,1.387909,0.489887,284.405457,285.534363,1.128906,0.396936,284.816711,285.688507,0.871796,0.306090,2014,Spring,d2m,2m Dewpoint,K
92,287.549988,288.379486,0.829477,0.829477,0.868288,0.988394,0.000000,0.976922,0.557033,92,92,0.829498,1.558774,1.441599,0.924829,0.413043,0.000000,288.044464,288.941040,0.896576,0.311263,288.605316,289.439331,0.834015,0.288981,289.071533,289.757935,0.686401,0.237450,289.450562,289.967072,0.516510,0.178445,289.810211,290.284943,0.474731,0.163808,2014,Summer,d2m,2m Dewpoint,K
91,280.975159,282.322906,1.347742,1.351940,1.452076,0.994813,0.000000,0.989652,0.276203,91,91,1.347748,5.257279,5.151868,0.979950,0.219780,0.024383,281.988770,283.767883,1.779114,0.630917,285.762512,286.729492,0.966980,0.338386,287.203094,288.049561,0.846466,0.294727,287.721100,288.509674,0.788574,0.274076,288.109222,289.014404,0.905182,0.314180,2014,Autumn,d2m,2m Dewpoint,K
90,957.249817,96801.609375,95844.359375,95844.359375,95844.789062,0.973201,0.000000,0.947119,29060.332031,90,90,95844.359375,3.298131,287.846863,87.275749,1.000000,0.000000,957.171570,96794.796875,95837.625000,10012.584961,959.517822,97001.242188,96041.726562,10009.374023,961.724548,97190.406250,96228.679688,10005.846680,962.460449,97260.414062,96297.953125,10005.392578,963.926819,97383.109375,96419.179688,10002.749023,2014,Winter,sp,Surface Pressure,hPa
92,955.794434,96704.390625,95748.609375,95748.609375,95748.796875,0.962168,0.000000,0.925768,42203.277344,92,92,95748.593750,2.268753,192.944611,85.044357,1.000000,0.000000,955.764648,96717.906250,95762.140625,10019.426758,957.088745,96819.828125,95862.742188,10016.076172,958.973755,96937.460938,95978.484375,10008.457031,959.632019,97057.531250,96097.898438,10014.036133,960.663391,97107.539062,96146.875000,10008.383789,2014,Spring,sp,Surface Pressure,hPa
92,955.880066,96672.757812,95716.890625,95716.890625,95716.992188,0.961427,0.000000,0.924342,59394.292969,92,92,95716.875000,1.611552,143.246536,88.887321,1.000000,0.000000,955.979858,96682.390625,95726.414062,10013.433594,956.938232,96799.765625,95842.828125,10015.571289,958.109314,96859.218750,95901.109375,10009.412109,958.486450,96887.093750,95928.609375,10008.342773,958.713135,96912.554688,95953.843750,10008.608398,2014,Summer,sp,Surface Pressure,hPa
91,956.042053,96651.914062,95695.882812,95695.882812,95696.078125,0.946703,0.000000,0.896248,42450.433594,91,91,95695.875000,2.254302,199.266464,88.393883,1.000000,0.000000,956.184998,96662.140625,95705.953125,10009.145508,957.509033,96783.640625,95826.132812,10007.856445,959.122742,96903.375000,95944.250000,10003.333984,959.781616,96977.453125,96017.671875,10004.116211,960.371033,97117.773438,96157.406250,10012.527344,2014,Autumn,sp,Surface Pressure,hPa
90,0.893068,0.461384,-0.431684,0.491944,0.592962,0.868689,0.000000,0.754621,0.749178,90,90,-0.431684,0.791483,0.580147,0.732987,0.333333,0.000079,0.899970,0.523138,-0.376832,-41.871601,1.447152,0.837757,-0.609394,-42.109917,1.746975,1.178923,-0.568052,-32.516304,2.281743,1.281003,-1.000740,-43.858593,2.686152,1.771670,-0.914483,-34.044338,2014,Winter,u10,10m U-Wind,m/s
92,0.484202,0.124382,-0.359819,0.412267,0.481611,0.894527,0.000000,0.800179,0.672513,92,92,-0.359819,0.716136,0.639864,0.893494,0.271739,0.002137,0.478819,0.124622,-0.354198,-73.973152,0.952867,0.481347,-0.471520,-49.484329,1.318923,0.954777,-0.364146,-27.609362,1.546078,1.117073,-0.429006,-27.747995,2.271584,1.527956,-0.743629,-32.736130,2014,Spring,u10,10m U-Wind,m/s
92,0.336445,-0.132218,-0.468663,0.469919,0.534559,0.862868,0.000000,0.744542,1.110569,92,92,-0.468663,0.481338,0.332134,0.690023,0.543478,0.000000,0.354347,-0.067677,-0.422025,-119.099129,0.702370,0.083215,-0.619154,-88.152206,0.848018,0.262460,-0.585558,-69.050163,1.030351,0.286158,-0.744193,-72.227165,1.164293,0.445433,-0.718860,-61.742195,2014,Summer,u10,10m U-Wind,m/s
91,0.444715,0.112034,-0.332681,0.415460,0.500478,0.826301,0.000000,0.682773,0.755763,91,91,-0.332681,0.662216,0.520959,0.786691,0.296703,0.000615,0.498929,0.155503,-0.343426,-68.832558,0.912980,0.469915,-0.443066,-48.529579,1.171728,0.803065,-0.368663,-31.463226,1.473741,0.886495,-0.587246,-39.847321,1.797178,1.145879,-0.651299,-36.240078,2014,Autumn,u10,10m U-Wind,m/s
90,-0.248120,-0.411692,-0.163572,0.377770,0.486292,0.745637,0.000000,0.555975,0.707718,90,90,-0.163572,0.687127,0.521323,0.758699,0.200000,0.054425,-0.275218,-0.378434,-0.103216,-37.503277,0.208028,-0.054972,-0.263000,-126.425491,0.605650,0.230823,-0.374827,-61.888340,0.819924,0.333132,-0.486792,-59.370346,1.245852,0.724283,-0.521569,-41.864464,2014,Winter,v10,10m V-Wind,m/s
92,-0.179636,-0.607650,-0.428014,0.492813,0.576355,0.723052,0.000000,0.522804,1.031485,92,92,-0.428014,0.558763,0.402708,0.720714,0.456522,0.000000,-0.166175,-0.619857,-0.453682,-273.014404,0.154332,-0.353664,-0.507996,-329.158020,0.413152,-0.133218,-0.546370,-132.244202,0.756611,-0.032926,-0.789537,-104.351837,1.121246,0.553719,-0.567527,-50.615730,2014,Spring,v10,10m V-Wind,m/s
