n,era5_mean,conus404_mean,bias,mae,rmse,pearson_r,pearson_pvalue,r_squared,nrmse,n_era5,n_conus404,mean_difference,era5_std,conus404_std,std_ratio,ks_statistic,ks_pvalue,p50_era5,p50_conus404,p50_difference,p50_percent_bias,p75_era5,p75_conus404,p75_difference,p75_percent_bias,p90_era5,p90_conus404,p90_difference,p90_percent_bias,p95_era5,p95_conus404,p95_difference,p95_percent_bias,p99_era5,p99_conus404,p99_difference,p99_percent_bias,year,season,variable,variable_name,units
90,958.325317,96940.109375,95981.781250,95981.781250,95982.312500,0.975299,0.000000,0.951208,25800.902344,90,90,95981.781250,3.720114,321.756409,86.490997,1.000000,0.000000,957.744873,96911.953125,95954.210938,10018.765625,960.309204,97136.281250,96175.968750,10015.104492,963.090698,97369.914062,96406.820312,10010.149414,964.961792,97491.945312,96526.984375,10003.192383,969.070679,97914.257812,96945.187500,10003.933594,1989,Winter,sp,Surface Pressure,hPa
92,956.064941,96721.046875,95764.968750,95764.968750,95765.187500,0.971427,0.000000,0.943671,40704.015625,92,92,95764.984375,2.352721,202.270950,85.973198,1.000000,0.000000,955.666931,96700.703125,95745.039062,10018.662109,957.809509,96861.070312,95903.257812,10012.769531,959.258179,96999.062500,96039.804688,10011.881836,959.813354,97056.945312,96097.132812,10012.064453,961.125549,97119.453125,96158.328125,10004.762695,1989,Spring,sp,Surface Pressure,hPa
92,956.474609,96724.492188,95768.000000,95768.000000,95768.148438,0.971755,0.000000,0.944308,51229.960938,92,92,95768.015625,1.869378,168.444489,90.107254,1.000000,0.000000,956.513428,96723.531250,95767.015625,10012.093750,957.747437,96822.570312,95864.820312,10009.405273,958.815613,96947.945312,95989.132812,10011.218750,959.654175,96995.601562,96035.945312,10007.349609,960.519592,97077.726562,96117.203125,10006.791992,1989,Summer,sp,Surface Pressure,hPa
91,956.054626,96674.734375,95718.679688,95718.679688,95718.906250,0.959606,0.000000,0.920844,39498.257812,91,91,95718.679688,2.423370,210.390533,86.817322,1.000000,0.000000,956.088806,96684.406250,95728.320312,10012.492188,957.704590,96808.937500,95851.234375,10008.433594,959.073303,96936.875000,95977.804688,10007.347656,959.724304,96983.023438,96023.296875,10005.300781,962.308899,97195.859375,96233.546875,10000.276367,1989,Autumn,sp,Surface Pressure,hPa
90,0.918254,0.501765,-0.416489,0.469757,0.556249,0.868058,0.000000,0.753525,0.754769,90,90,-0.416489,0.736979,0.594134,0.806175,0.333333,0.000079,0.974905,0.571940,-0.402965,-41.333801,1.379757,0.849676,-0.530082,-38.418468,1.781485,1.170154,-0.611331,-34.315784,2.107121,1.566193,-0.540928,-25.671429,2.562042,1.756874,-0.805168,-31.426807,1989,Winter,u10,10m U-Wind,m/s
92,0.452593,0.141431,-0.311162,0.436902,0.515973,0.689779,0.000000,0.475795,0.907646,92,92,-0.311162,0.568473,0.390424,0.686793,0.347826,0.000025,0.503469,0.141878,-0.361591,-71.819878,0.790322,0.382022,-0.408299,-51.662437,1.149359,0.628264,-0.521096,-45.337914,1.500241,0.806835,-0.693406,-46.219624,1.703016,1.104172,-0.598843,-35.163696,1989,Spring,u10,10m U-Wind,m/s
92,0.218170,-0.154815,-0.372985,0.377645,0.436448,0.877649,0.000000,0.770268,0.987306,92,92,-0.372985,0.442060,0.307500,0.695608,0.489130,0.000000,0.252880,-0.110338,-0.363218,-143.632751,0.536284,0.045655,-0.490629,-91.486832,0.791300,0.193435,-0.597865,-75.554817,0.889156,0.261529,-0.627626,-70.586769,1.263545,0.503212,-0.760333,-60.174591,1989,Summer,u10,10m U-Wind,m/s
91,0.292122,0.028049,-0.264073,0.353685,0.424727,0.905913,0.000000,0.820679,0.563825,91,91,-0.264073,0.753294,0.588069,0.780663,0.208791,0.037590,0.197523,-0.106157,-0.303680,-153.744141,0.929488,0.507255,-0.422233,-45.426441,1.216094,0.786487,-0.429607,-35.326824,1.396802,1.113237,-0.283566,-20.301050,2.224412,1.311505,-0.912907,-41.040359,1989,Autumn,u10,10m U-Wind,m/s
90,-0.470524,-0.719351,-0.248828,0.410765,0.509536,0.742437,0.000000,0.551213,0.767969,90,90,-0.248828,0.663486,0.480352,0.723982,0.266667,0.003188,-0.437095,-0.733986,-0.296891,-67.923782,0.052289,-0.312424,-0.364712,-697.497742,0.312897,-0.132931,-0.445828,-142.483856,0.413618,0.101335,-0.312283,-75.500427,0.852115,0.224719,-0.627396,-73.628113,1989,Winter,v10,10m V-Wind,m/s
92,0.071697,-0.348327,-0.420024,0.475732,0.558792,0.720356,0.000000,0.518913,1.066307,92,92,-0.420024,0.524044,0.438416,0.836601,0.380435,0.000003,0.063186,-0.386977,-0.450163,-712.439636,0.432075,-0.027026,-0.459101,-106.254997,0.702693,0.191756,-0.510937,-72.711227,0.925573,0.306982,-0.618592,-66.833336,1.284955,0.479364,-0.805591,-62.694111,1989,Spring,v10,10m V-Wind,m/s
92,0.340302,-0.217686,-0.557987,0.569365,0.636250,0.694297,0.000000,0.482049,1.555111,92,92,-0.557987,0.409135,0.366301,0.895307,0.565217,0.000000,0.378769,-0.259070,-0.637839,-168.397797,0.644281,0.038647,-0.605634,-94.001564,0.823116,0.219703,-0.603413,-73.308403,0.969491,0.465740,-0.503751,-51.960358,1.197553,0.616479,-0.581074,-48.521759,1989,Summer,v10,10m V-Wind,m/s
91,-0.129458,-0.554012,-0.424553,0.521143,0.620928,0.702106,0.000000,0.492953,0.975849,91,91,-0.424553,0.636295,0.442570,0.695542,0.395604,0.000001,-0.115296,-0.582571,-0.467275,-405.284393,0.247429,-0.264059,-0.511488,-206.721100,0.700642,0.041538,-0.659103,-94.071373,0.872997,0.183023,-0.689974,-79.035049,1.085306,0.583291,-0.502015,-46.255600,1989,Autumn,v10,10m V-Wind,m/s
90,0.830802,0.331031,-0.499771,0.499771,0.499903,0.632988,0.000000,0.400674,35.358238,90,90,-0.499771,0.014138,0.012370,0.874916,1.000000,0.000000,0.825802,0.326622,-0.499181,-60.447968,0.838845,0.339504,-0.499340,-59.527161,0.851528,0.350264,-0.501263,-58.866348,0.861069,0.354285,-0.506785,-58.855263,0.868702,0.359922,-0.508779,-58.567780,1989,Winter,lai,Leaf Area Index,Index
92,1.071378,0.579630,-0.491748,0.491748,0.491942,0.998163,0.000000,0.996329,2.965779,92,92,-0.491748,0.165873,0.175033,1.055227,0.902174,0.000000,1.039403,0.528532,-0.510871,-49.150410,1.212397,0.724554,-0.487843,-40.237919,1.317859,0.848171,-0.469688,-35.640205,1.353485,0.891339,-0.462146,-34.144882,1.381986,0.925876,-0.456110,-33.003929,1989,Spring,lai,Leaf Area Index,Index
92,1.543955,1.122737,-0.421218,0.421218,0.421352,0.998139,0.000000,0.996282,7.008069,92,92,-0.421218,0.060124,0.069986,1.164036,1.000000,0.000000,1.561647,1.144998,-0.416648,-26.680059,1.593155,1.178777,-0.414378,-26.009876,1.611411,1.200090,-0.411321,-25.525511,1.618217,1.206255,-0.411963,-25.457804,1.622969,1.212172,-0.410797,-25.311470,1989,Summer,lai,Leaf Area Index,Index
91,1.091397,0.608381,-0.483016,0.483016,0.483893,0.999800,0.000000,0.999600,2.719498,91,91,-0.483016,0.177934,0.206791,1.162175,0.824176,0.000000,1.029400,0.541798,-0.487602,-47.367596,1.246184,0.789526,-0.456658,-36.644508,1.368852,0.927034,-0.441818,-32.276527,1.401409,0.964713,-0.436697,-31.161259,1.427456,0.994855,-0.432600,-30.305698,1989,Autumn,lai,Leaf Area Index,Index
90,277.536682,277.241272,-0.295386,0.558369,0.670768,0.971539,0.000000,0.943888,0.284464,90,90,-0.295410,2.358008,2.065768,0.876065,0.166667,0.164473,278.113800,277.666107,-0.447693,-0.160975,279.329041,278.884338,-0.444702,-0.159204,280.106354,279.344208,-0.762146,-0.272092,280.297150,279.710144,-0.587006,-0.209423,280.669006,280.130859,-0.538147,-0.191737,1990,Winter,t2m,2m Temperature,K
92,285.385651,284.792572,-0.593037,0.621394,0.744902,0.992864,0.000000,0.985780,0.208159,92,92,-0.593079,3.578532,3.407803,0.952291,0.163043,0.173668,285.172241,284.545410,-0.626831,-0.219808,288.500916,287.337189,-1.163727,-0.403370,290.011871,289.692810,-0.319061,-0.110017,290.507874,290.065552,-0.442322,-0.152258,291.287170,290.839417,-0.447754,-0.153716,1990,Spring,t2m,2m Temperature,K
92,295.142334,294.378845,-0.763456,0.767874,0.856070,0.950251,0.000000,0.902977,0.713801,92,92,-0.763489,1.199312,1.241816,1.035441,0.423913,0.000000,295.427338,294.849670,-0.577667,-0.195536,295.971863,295.168304,-0.803558,-0.271498,296.277740,295.445984,-0.831757,-0.280735,296.542664,295.571442,-0.971222,-0.327515,296.862915,295.817413,-1.045502,-0.352183,1990,Summer,t2m,2m Temperature,K
91,287.703705,287.495850,-0.207853,0.420951,0.516730,0.994884,0.000000,0.989794,0.114575,91,91,-0.207855,4.509980,4.359516,0.966638,0.098901,0.768023,287.071899,287.345642,0.273743,0.095357,291.189148,291.180054,-0.009094,-0.003123,294.730621,294.057892,-0.672729,-0.228252,295.174561,294.476196,-0.698364,-0.236594,295.644623,294.800568,-0.844055,-0.285497,1990,Autumn,t2m,2m Temperature,K
90,271.998383,272.668457,0.670085,0.736408,0.902424,0.965628,0.000000,0.932437,0.388830,90,90,0.670074,2.320872,2.203288,0.949336,0.188889,0.080517,272.330078,273.028900,0.698822,0.256608,273.461639,274.271790,0.810150,0.296257,274.640472,275.163910,0.523438,0.190590,275.050232,275.518341,0.468109,0.170190,275.872803,276.229614,0.356812,0.129339,1990,Winter,d2m,2m Dewpoint,K
92,278.434540,279.183746,0.749194,0.814418,0.903419,0.989394,0.000000,0.978901,0.267610,92,92,0.749207,3.375885,3.220005,0.953826,0.141304,0.318630,278.816101,279.529968,0.713867,0.256035,281.328583,281.812042,0.483459,0.171849,282.866791,283.657043,0.790253,0.279373,283.122070,283.888153,0.766083,0.270584,284.266663,284.856445,0.589783,0.207475,1990,Spring,d2m,2m Dewpoint,K
92,287.743622,287.912628,0.169056,0.292029,0.357652,0.978212,0.000000,0.956898,0.245611,92,92,0.169006,1.456173,1.335335,0.917017,0.119565,0.528851,288.192627,288.307495,0.114868,0.039858,288.698242,288.890625,0.192383,0.066638,289.189789,289.233734,0.043945,0.015196,289.359985,289.364777,0.004791,0.001656,289.581085,289.747559,0.166473,0.057488,1990,Summer,d2m,2m Dewpoint,K
91,281.011688,282.035278,1.023581,1.078866,1.222003,0.992516,0.000000,0.985089,0.285813,91,91,1.023590,4.275527,3.827604,0.895235,0.175824,0.120121,280.125763,281.749115,1.623352,0.579508,284.573975,285.378357,0.804382,0.282662,287.045532,287.299835,0.254303,0.088593,287.963043,287.778778,-0.184265,-0.063989,288.869629,288.419281,-0.450348,-0.155900,1990,Autumn,d2m,2m Dewpoint,K
90,956.536377,96760.867188,95804.320312,95804.320312,95804.750000,0.970681,0.000000,0.942222,29216.013672,90,90,95804.328125,3.279186,288.153015,87.873329,1.000000,0.000000,956.349487,96764.000000,95807.648438,10018.058594,957.906006,96898.328125,95940.421875,10015.640625,960.481812,97092.453125,96131.968750,10008.723633,961.525818,97195.093750,96233.570312,10008.422852,966.485352,97665.093750,96698.609375,10005.180664,1990,Winter,sp,Surface Pressure,hPa
92,956.119812,96724.742188,95768.609375,95768.609375,95769.015625,0.975530,0.000000,0.951659,29736.650391,92,92,95768.625000,3.220572,279.883423,86.904884,1.000000,0.000000,955.304688,96656.640625,95701.335938,10017.886719,958.918274,96954.242188,95995.320312,10010.792969,961.128235,97154.914062,96193.789062,10008.423828,961.651794,97221.281250,96259.632812,10009.821289,962.770264,97333.757812,96370.984375,10009.758789,1990,Spring,sp,Surface Pressure,hPa
92,956.467590,96705.085938,95748.609375,95748.609375,95748.750000,0.980160,0.000000,0.960714,53912.039062,92,92,95748.617188,1.776018,166.041504,93.490891,1.000000,0.000000,956.339844,96685.367188,95729.031250,10009.938477,957.587036,96815.531250,95857.945312,10010.364258,958.787537,96946.359375,95987.570312,10011.349609,959.261353,96964.031250,96004.773438,10008.197266,960.467896,97074.500000,96114.031250,10007.000977,1990,Summer,sp,Surface Pressure,hPa
91,956.110291,96675.656250,95719.539062,95719.539062,95719.742188,0.966747,0.000000,0.934601,41074.394531,91,91,95719.546875,2.330399,199.512039,85.612816,1.000000,0.000000,956.271179,96695.101562,95738.828125,10011.681641,957.744873,96783.265625,95825.523438,10005.328125,959.079834,96942.742188,95983.664062,10007.890625,959.921753,97030.546875,96070.625000,10008.171875,960.898315,97078.617188,96117.718750,10002.902344,1990,Autumn,sp,Surface Pressure,hPa
90,0.689554,0.261964,-0.427590,0.455464,0.537872,0.900209,0.000000,0.810376,0.729981,90,90,-0.427590,0.736830,0.603949,0.819658,0.333333,0.000079,0.707124,0.302829,-0.404294,-57.174465,1.136207,0.659119,-0.477087,-41.989468,1.592542,1.031083,-0.561459,-35.255543,1.926630,1.217715,-0.708915,-36.795612,2.285113,1.516445,-0.768667,-33.638046,1990,Winter,u10,10m U-Wind,m/s
92,0.313060,-0.049227,-0.362287,0.431499,0.519969,0.814343,0.000000,0.663154,0.815600,92,92,-0.362287,0.637529,0.472189,0.740654,0.369565,0.000006,0.331185,-0.065604,-0.396789,-119.808884,0.652163,0.260744,-0.391419,-60.018555,1.113709,0.551827,-0.561882,-50.451401,1.273780,0.789447,-0.484334,-38.023315,1.592599,0.898917,-0.693682,-43.556580,1990,Spring,u10,10m U-Wind,m/s
92,0.330826,-0.076458,-0.407284,0.417925,0.465499,0.904477,0.000000,0.818079,0.929812,92,92,-0.407284,0.500637,0.380617,0.760265,0.391304,0.000001,0.268638,-0.075384,-0.344023,-128.061691,0.703576,0.141181,-0.562395,-79.933792,0.992383,0.413946,-0.578437,-58.287689,1.132256,0.647757,-0.484499,-42.790600,1.433417,0.833615,-0.599803,-41.844257,1990,Summer,u10,10m U-Wind,m/s
91,0.326306,0.046601,-0.279705,0.330606,0.396625,0.930440,0.000000,0.865719,0.552758,91,91,-0.279705,0.717538,0.567923,0.791488,0.208791,0.037590,0.307885,0.038984,-0.268900,-87.338028,0.760004,0.420119,-0.339885,-44.721462,1.256731,0.822095,-0.434635,-34.584599,1.553860,1.059220,-0.494640,-31.833000,1.966469,1.363181,-0.603288,-30.678761,1990,Autumn,u10,10m U-Wind,m/s
90,0.128474,-0.397235,-0.525710,0.595108,0.700581,0.612866,0.000000,0.375604,1.323129,90,90,-0.525709,0.529488,0.522973,0.987695,0.455556,0.000000,0.221329,-0.290787,-0.512116,-231.382431,0.518332,-0.044452,-0.562783,-108.575966,0.750190,0.254290,-0.495900,-66.103271,0.852715,0.380791,-0.471924,-55.343739,1.027780,0.487537,-0.540243,-52.564049,1990,Winter,v10,10m V-Wind,m/s
92,0.043924,-0.446443,-0.490367,0.534731,0.657341,0.640625,0.000000,0.410401,1.207048,92,92,-0.490367,0.544586,0.478404,0.878473,0.369565,0.000006,0.139116,-0.534349,-0.673465,-484.103424,0.437273,-0.103742,-0.541014,-123.724663,0.738128,0.298289,-0.439839,-59.588470,0.911936,0.365106,-0.546830,-59.963634,1.141359,0.545379,-0.595980,-52.216713,1990,Spring,v10,10m V-Wind,m/s
92,0.411099,-0.086748,-0.497847,0.508181,0.580940,0.734479,0.000000,0.539459,1.376450,92,92,-0.497847,0.422057,0.397183,0.941066,0.467391,0.000000,0.417752,-0.129595,-0.547347,-131.021927,0.693890,0.258883,-0.435007,-62.691109,0.934312,0.436848,-0.497464,-53.243923,0.990398,0.472206,-0.518192,-52.321575,1.359368,0.548144,-0.811224,-59.676548,1990,Summer,v10,10m V-Wind,m/s
91,-0.222109,-0.690547,-0.468438,0.518086,0.605556,0.654057,0.000000,0.427791,1.224937,91,91,-0.468438,0.494357,0.409490,0.828329,0.461538,0.000000,-0.225410,-0.658670,-0.433260,-192.209869,0.065241,-0.456071,-0.521312,-799.051758,0.364284,-0.124127,-0.488410,-134.074112,0.535941,-0.044355,-0.580296,-108.276093,0.941178,0.146569,-0.794609,-84.427071,1990,Autumn,v10,10m V-Wind,m/s
90,0.830802,0.331026,-0.499775,0.499775,0.499907,0.632664,0.000000,0.400263,35.358532,90,90,-0.499775,0.014138,0.012360,0.874258,1.000000,0.000000,0.825802,0.326614,-0.499188,-60.448875,0.838845,0.339501,-0.499343,-59.527519,0.851528,0.350236,-0.501292,-58.869678,0.861069,0.354242,-0.506827,-58.860222,0.868702,0.359919,-0.508783,-58.568218,1990,Winter,lai,Leaf Area Index,Index
92,1.071378,0.579616,-0.491762,0.491762,0.491956,0.998166,0.000000,0.996336,2.965862,92,92,-0.491762,0.165873,0.175055,1.055360,0.902174,0.000000,1.039403,0.528524,-0.510879,-49.151207,1.212397,0.724564,-0.487833,-40.237061,1.317859,0.848187,-0.469672,-35.639050,1.353485,0.891352,-0.462132,-34.143902,1.381986,0.925885,-0.456101,-33.003288,1990,Spring,lai,Leaf Area Index,Index
92,1.543955,1.122743,-0.421212,0.421212,0.421346,0.998139,0.000000,0.996281,7.007976,92,92,-0.421212,0.060124,0.069992,1.164137,1.000000,0.000000,1.561647,1.144993,-0.416654,-26.680418,1.593155,1.178800,-0.414354,-26.008411,1.611411,1.200105,-0.411306,-25.524595,1.618217,1.206273,-0.411945,-25.456692,1.622969,1.212184,-0.410785,-25.310722,1990,Summer,lai,Leaf Area Index,Index
91,1.091397,0.608375,-0.483022,0.483022,0.483899,0.999799,0.000000,0.999599,2.719534,91,91,-0.483022,0.177934,0.206798,1.162212,0.824176,0.000000,1.029400,0.541798,-0.487602,-47.367596,1.246184,0.789526,-0.456658,-36.644508,1.368852,0.927034,-0.441818,-32.276527,1.401409,0.964713,-0.436697,-31.161259,1.427456,0.994855,-0.432600,-30.305698,1990,Autumn,lai,Leaf Area Index,Index
90,277.436462,277.596497,0.160056,0.550361,0.648088,0.977601,0.000000,0.955703,0.248909,90,90,0.160034,2.603720,2.238646,0.859788,0.088889,0.871900,277.592773,277.562164,-0.030609,-0.011027,279.226501,279.420258,0.193756,0.069390,281.243591,280.512573,-0.731018,-0.259923,281.581787,281.397186,-0.184601,-0.065559,282.334747,281.737457,-0.597290,-0.211554,1991,Winter,t2m,2m Temperature,K
92,285.716248,285.123627,-0.592650,0.671489,0.798789,0.993348,0.000000,0.986740,0.195715,92,92,-0.592621,4.081390,3.797438,0.930428,0.130435,0.416118,285.767944,285.523010,-0.244934,-0.085711,288.533691,287.887329,-0.646362,-0.224016,292.011139,290.730530,-1.280609,-0.438548,292.330078,291.098999,-1.231079,-0.421126,292.667267,291.482513,-1.184753,-0.404812,1991,Spring,t2m,2m Temperature,K
92,295.050995,294.205505,-0.845489,0.845489,0.906309,0.964556,0.000000,0.930368,0.756437,92,92,-0.845490,1.198129,1.236818,1.032291,0.391304,0.000001,295.325500,294.683472,-0.642029,-0.217397,295.907532,295.124329,-0.783203,-0.264678,296.271332,295.399628,-0.871704,-0.294225,296.627686,295.514587,-1.113098,-0.375251,296.767731,295.722290,-1.045441,-0.352276,1991,Summer,t2m,2m Temperature,K
91,286.718384,286.726959,0.008587,0.490126,0.597053,0.995324,0.000000,0.990669,0.119048,91,91,0.008575,5.015218,4.642900,0.925762,0.087912,0.876095,287.582245,287.966492,0.384247,0.133613,290.263489,290.383423,0.119934,0.041319,293.176178,292.657349,-0.518829,-0.176968,294.007080,293.327576,-0.679504,-0.231118,294.472626,293.787598,-0.685028,-0.232629,1991,Autumn,t2m,2m Temperature,K
90,272.407928,273.398010,0.990074,1.004259,1.146141,0.976952,0.000000,0.954435,0.429343,90,90,0.990082,2.669523,2.514838,0.942055,0.200000,0.054425,272.159119,273.552185,1.393066,0.511857,274.483826,275.578552,1.094727,0.398831,276.077240,276.997864,0.920624,0.333466,276.899292,277.411682,0.512390,0.185046,277.278442,277.881989,0.603546,0.217668,1991,Winter,d2m,2m Dewpoint,K
92,278.769958,279.354462,0.584479,0.730429,0.850922,0.990579,0.000000,0.981246,0.209512,92,92,0.584503,4.061455,3.752810,0.924006,0.141304,0.318630,278.763916,279.692505,0.928589,0.333109,281.670959,282.351074,0.680115,0.241457,285.232819,285.089661,-0.143158,-0.050190,285.717041,285.305420,-0.411621,-0.144066,286.244995,285.618073,-0.626923,-0.219016,1991,Spring,d2m,2m Dewpoint,K
92,287.797455,287.707397,-0.090078,0.252700,0.307883,0.975500,0.000000,0.951599,0.232629,92,92,-0.090057,1.323494,1.247502,0.942582,0.152174,0.238009,288.279114,288.131592,-0.147522,-0.051173,288.725555,288.547394,-0.178162,-0.061706,289.078217,289.031067,-0.047150,-0.016310,289.442688,289.230743,-0.211945,-0.073225,289.561188,289.385559,-0.175629,-0.060653,1991,Summer,d2m,2m Dewpoint,K
91,280.370331,281.427612,1.057295,1.112583,1.295433,0.990211,0.000000,0.980517,0.288396,91,91,1.057281,4.491860,4.039013,0.899185,0.142857,0.312341,280.118225,281.604706,1.486481,0.530662,283.451721,284.622070,1.170349,0.412892,287.100647,287.235474,0.134827,0.046961,287.356354,287.368530,0.012177,0.004237,288.319183,287.751434,-0.567749,-0.196917,1991,Autumn,d2m,2m Dewpoint,K
90,957.474548,96814.523438,95857.046875,95857.046875,95857.460938,0.967152,0.000000,0.935384,28350.582031,90,90,95857.046875,3.381146,281.076721,83.130600,1.000000,0.000000,957.325745,96800.546875,95843.218750,10011.557617,960.270996,97045.703125,96085.429688,10006.074219,962.265869,97148.687500,96186.421875,9995.826172,962.717712,97279.179688,96316.460938,10004.641602,963.942749,97359.148438,96395.203125,10000.095703,1991,Winter,sp,Surface Pressure,hPa
92,954.353088,96582.304688,95627.945312,95627.945312,95628.367188,0.977724,0.000000,0.955944,28692.742188,92,92,95627.953125,3.332842,289.192291,86.770485,1.000000,0.000000,954.533691,96594.250000,95639.718750,10019.522461,956.669861,96794.031250,95837.359375,10017.808594,958.570129,96963.359375,96004.789062,10015.416016,959.999146,97021.476562,96061.476562,10006.413086,960.836365,97168.304688,96207.468750,10012.887695,1991,Spring,sp,Surface Pressure,hPa
92,956.671387,96733.992188,95777.312500,95777.312500,95777.445312,0.957437,0.000000,0.916686,53197.261719,92,92,95777.320312,1.800421,156.270416,86.796616,1.000000,0.000000,956.653809,96731.835938,95775.179688,10011.477539,957.714600,96818.640625,95860.929688,10009.341797,959.052063,96928.101562,95969.046875,10006.657227,959.929199,97013.960938,96054.031250,10006.366211,960.496216,97102.914062,96142.414062,10009.660156,1991,Summer,sp,Surface Pressure,hPa
91,956.985229,96773.750000,95816.734375,95816.734375,95816.992188,0.943813,0.000000,0.890784,41483.808594,91,91,95816.765625,2.309744,214.604233,92.912544,1.000000,0.000000,957.331482,96782.734375,95825.406250,10009.637695,958.515259,96943.031250,95984.515625,10013.875000,959.799622,97018.351562,96058.554688,10008.187500,960.531494,97117.875000,96157.343750,10010.847656,961.685913,97195.734375,96234.046875,10006.806641,1991,Autumn,sp,Surface Pressure,hPa
90,0.718924,0.358780,-0.360144,0.428078,0.518009,0.911182,0.000000,0.830252,0.615981,90,90,-0.360144,0.840950,0.629933,0.749073,0.244444,0.009015,0.711812,0.341682,-0.370130,-51.998310,1.326859,0.756057,-0.570803,-43.019073,1.756587,1.174252,-0.582335,-33.151489,1.945415,1.349264,-0.596151,-30.643887,2.745059,2.017365,-0.727695,-26.509245,1991,Winter,u10,10m U-Wind,m/s
92,0.355162,0.013196,-0.341965,0.404431,0.499373,0.911311,0.000000,0.830487,0.608243,92,92,-0.341966,0.821010,0.613391,0.747118,0.293478,0.000673,0.388111,-0.034086,-0.422197,-108.782501,0.835596,0.452937,-0.382659,-45.794701,1.379989,0.804931,-0.575058,-41.671219,1.733654,1.040738,-0.692917,-39.968548,2.145483,1.480524,-0.664959,-30.993431,1991,Spring,u10,10m U-Wind,m/s
92,0.343028,-0.001525,-0.344553,0.376270,0.427381,0.889288,0.000000,0.790833,0.901023,92,92,-0.344553,0.474328,0.291902,0.615401,0.456522,0.000000,0.420863,0.017934,-0.402929,-95.738647,0.691827,0.179601,-0.512226,-74.039627,0.918859,0.346806,-0.572053,-62.256870,0.999261,0.415861,-0.583400,-58.383179,1.187252,0.543232,-0.644020,-54.244583,1991,Summer,u10,10m U-Wind,m/s
91,0.183955,-0.127224,-0.311179,0.368537,0.456156,0.839866,0.000000,0.705375,0.747073,91,91,-0.311179,0.610591,0.475348,0.778505,0.263736,0.003427,0.209339,-0.176227,-0.385567,-184.182632,0.573879,0.220098,-0.353782,-61.647411,1.016684,0.427352,-0.589332,-57.966068,1.201879,0.599155,-0.602724,-50.148457,1.376513,1.054545,-0.321967,-23.390068,1991,Autumn,u10,10m U-Wind,m/s
90,-0.198124,-0.280604,-0.082480,0.388622,0.474085,0.705477,0.000000,0.497698,0.723200,90,90,-0.082480,0.655538,0.508286,0.775373,0.133333,0.402289,-0.232391,-0.355903,-0.123512,-53.148418,0.249172,0.052653,-0.196519,-78.868683,0.652555,0.367084,-0.285472,-43.746735,0.848257,0.517880,-0.330377,-38.947765,1.261799,1.048879,-0.212919,-16.874256,1991,Winter,v10,10m V-Wind,m/s
92,0.201370,-0.438136,-0.639506,0.639701,0.733443,0.840675,0.000000,0.706734,1.108047,92,92,-0.639506,0.661924,0.534592,0.807634,0.532609,0.000000,0.292288,-0.450940,-0.743227,-254.279495,0.557851,-0.163334,-0.721186,-129.279144,0.866744,0.111402,-0.755342,-87.147110,1.066459,0.352250,-0.714209,-66.970169,1.955324,1.259226,-0.696098,-35.600124,1991,Spring,v10,10m V-Wind,m/s
92,0.398078,-0.128771,-0.526849,0.535295,0.591067,0.772450,0.000000,0.596679,1.402107,92,92,-0.526849,0.421556,0.336429,0.798064,0.586957,0.000000,0.352598,-0.177942,-0.530540,-150.466125,0.629862,0.055030,-0.574832,-91.263145,1.020992,0.380576,-0.640416,-62.724857,1.208516,0.495044,-0.713472,-59.037029,1.399606,0.562085,-0.837520,-59.839745,1991,Summer,v10,10m V-Wind,m/s
91,-0.237955,-0.714746,-0.476791,0.509860,0.626765,0.747298,0.000000,0.558455,1.026170,91,91,-0.476791,0.610781,0.484461,0.793182,0.450549,0.000000,-0.202554,-0.585722,-0.383168,-189.168884,0.179051,-0.399845,-0.578896,-323.313965,0.496262,-0.251861,-0.748123,-150.751556,0.694863,-0.095811,-0.790674,-113.788513,1.167732,0.202951,-0.964781,-82.620087,1991,Autumn,v10,10m V-Wind,m/s
90,0.830802,0.331023,-0.499779,0.499779,0.499910,0.632637,0.000000,0.400230,35.358780,90,90,-0.499779,0.014138,0.012371,0.875018,1.000000,0.000000,0.825802,0.326621,-0.499181,-60.448017,0.838845,0.339511,-0.499333,-59.526302,0.851528,0.350253,-0.501275,-58.867691,0.861069,0.354272,-0.506798,-58.856773,0.868702,0.359904,-0.508798,-58.569893,1991,Winter,lai,Leaf Area Index,Index
92,1.071378,0.579617,-0.491761,0.491761,0.491955,0.998169,0.000000,0.996342,2.965855,92,92,-0.491761,0.165873,0.175049,1.055323,0.902174,0.000000,1.039403,0.528539,-0.510863,-49.149708,1.212397,0.724554,-0.487842,-40.237850,1.317859,0.848166,-0.469693,-35.640575,1.353485,0.891337,-0.462147,-34.144989,1.381986,0.925878,-0.456107,-33.003761,1991,Spring,lai,Leaf Area Index,Index
92,1.543955,1.122727,-0.421228,0.421228,0.421362,0.998133,0.000000,0.996269,7.008242,92,92,-0.421228,0.060124,0.069977,1.163884,1.000000,0.000000,1.561647,1.144986,-0.416661,-26.680861,1.593155,1.178776,-0.414379,-26.009960,1.611411,1.200047,-0.411364,-25.528196,1.618217,1.206217,-0.412000,-25.460115,1.622969,1.212128,-0.410841,-25.314159,1991,Summer,lai,Leaf Area Index,Index
