n_era5,n_conus404,era5_mean,conus404_mean,mean_difference,era5_std,conus404_std,std_ratio,ks_statistic,ks_pvalue,p50_era5,p50_conus404,p50_difference,p50_percent_bias,p75_era5,p75_conus404,p75_difference,p75_percent_bias,p90_era5,p90_conus404,p90_difference,p90_percent_bias,p95_era5,p95_conus404,p95_difference,p95_percent_bias,p99_era5,p99_conus404,p99_difference,p99_percent_bias,year,variable,variable_name,units,metric_type,resolution_note,n,bias,mae,rmse,pearson_r,pearson_pvalue,r_squared,nrmse
24675,904930,286.564789,286.746063,0.181274,7.079320,7.318513,1.033787,0.024884,0.000000,286.741577,287.336731,0.595154,0.207558,292.398743,292.583191,0.184448,0.063081,296.374542,296.527374,0.152832,0.051567,297.306885,297.566010,0.259125,0.087157,298.101074,298.480682,0.379608,0.127342,1980,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,285.887085,285.511627,-0.375458,7.592839,7.100296,0.935131,0.090164,0.102043,286.191589,286.011200,-0.180389,-0.063031,292.671417,291.978943,-0.692474,-0.236605,295.854889,294.814270,-1.040619,-0.351733,296.604736,295.485840,-1.118896,-0.377235,297.248322,296.038300,-1.210022,-0.407074,1980,t2m,2m Temperature,K,temporal_spatial_mean,,366.000000,-0.375449,0.671530,0.793400,0.997719,0.000000,0.995444,0.104493
24675,904930,279.806061,280.087341,0.281281,7.628025,8.232942,1.079302,0.040151,0.000000,278.680573,278.879822,0.199249,0.071497,286.473450,287.497345,1.023895,0.357414,291.286682,292.177979,0.891296,0.305986,292.739624,293.596558,0.856934,0.292729,293.753876,294.546936,0.793060,0.269974,1980,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,279.216095,279.929810,0.713715,6.634077,6.177088,0.931115,0.071038,0.314508,278.657898,280.319397,1.661499,0.596250,285.453705,285.733765,0.280060,0.098110,288.202423,288.072876,-0.129547,-0.044950,288.788544,288.499756,-0.288788,-0.100000,289.189087,288.895020,-0.294067,-0.101687,1980,d2m,2m Dewpoint,K,temporal_spatial_mean,,366.000000,0.713711,0.841051,1.021270,0.996037,0.000000,0.992091,0.153943
24675,904930,956.547974,957.706299,1.158325,72.313438,73.747299,1.019828,0.034698,0.000000,983.987671,987.291260,3.303589,0.335735,1015.234192,1015.601501,0.367310,0.036180,1017.054688,1017.121094,0.066406,0.006529,1017.502319,1017.442444,-0.059875,-0.005885,1018.173828,1018.090149,-0.083679,-0.008219,1980,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,955.773560,96671.007812,95715.234375,2.722708,234.521149,86.135254,1.000000,0.000000,955.558472,96663.421875,95707.867188,10015.909180,957.451721,96809.296875,95851.843750,10011.140625,959.472290,96974.640625,96015.171875,10007.081055,960.568176,97070.171875,96109.601562,10005.495117,961.945007,97202.015625,96240.070312,10004.737305,1980,sp,Surface Pressure,hPa,temporal_spatial_mean,,366.000000,95715.234375,95715.234375,95715.515625,0.962477,0.000000,0.926362,35154.527344
24675,904930,0.540157,0.393381,-0.146776,1.306663,1.385189,1.060097,0.069226,0.000000,0.565573,0.466300,-0.099273,-17.552616,1.172255,1.070040,-0.102215,-8.719482,2.070549,2.041920,-0.028629,-1.382657,2.735065,2.596853,-0.138211,-5.053308,3.689326,3.556303,-0.133022,-3.605600,1980,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,0.550998,0.201251,-0.349747,0.622952,0.517711,0.831062,0.265027,0.000000,0.508904,0.167582,-0.341322,-67.070038,0.943720,0.488043,-0.455677,-48.285164,1.316108,0.924187,-0.391921,-29.778801,1.621946,1.141415,-0.480531,-29.626810,2.222445,1.628163,-0.594282,-26.739988,1980,u10,10m U-Wind,m/s,temporal_spatial_mean,,366.000000,-0.349747,0.399687,0.472194,0.861139,0.000000,0.741560,0.757994
24675,904930,-0.110805,-0.220510,-0.109705,1.411776,1.505850,1.066635,0.071100,0.000000,0.146351,0.056040,-0.090311,-61.708660,0.570305,0.499983,-0.070322,-12.330672,1.002520,1.025011,0.022491,2.243396,1.367588,1.335055,-0.032533,-2.378837,1.927645,1.958137,0.030492,1.581836,1980,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,-0.106710,-0.437836,-0.331126,0.774282,0.566994,0.732283,0.284153,0.000000,-0.041573,-0.425446,-0.383873,-923.374573,0.451319,-0.044929,-0.496248,-109.955139,0.844865,0.255593,-0.589271,-69.747437,1.011785,0.412890,-0.598895,-59.191891,1.466748,0.919354,-0.547394,-37.320240,1980,v10,10m V-Wind,m/s,temporal_spatial_mean,,366.000000,-0.331126,0.490258,0.586121,0.782552,0.000000,0.612388,0.756986
24675,904924,1.107101,0.736698,-0.370403,1.042036,0.890817,0.854881,0.233520,0.000000,0.978737,0.408281,-0.570456,-58.284882,1.899256,1.106878,-0.792378,-41.720428,2.683667,2.152638,-0.531029,-19.787422,2.975115,2.580269,-0.394845,-13.271598,3.533020,3.518519,-0.014501,-0.410438,1980,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,1.135380,0.661577,-0.473804,0.286799,0.320254,1.116649,0.655738,0.000000,1.034590,0.538959,-0.495632,-47.906082,1.417773,0.976069,-0.441704,-31.154772,1.574003,1.158577,-0.415426,-26.392960,1.598859,1.186173,-0.412686,-25.811260,1.619156,1.208160,-0.410996,-25.383333,1980,lai,Leaf Area Index,Index,temporal_spatial_mean,,366.000000,-0.473804,0.473804,0.475155,0.999109,0.000000,0.998219,1.656753
24675,904930,286.859528,287.015411,0.155884,6.571253,6.811808,1.036607,0.024976,0.000000,286.780762,287.368591,0.587830,0.204975,292.116486,292.385803,0.269318,0.092195,296.220428,296.360413,0.139984,0.047257,297.108307,297.342834,0.234528,0.078937,297.854431,298.134552,0.280121,0.094046,1981,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,286.259857,285.981079,-0.278778,7.114537,6.636116,0.932754,0.082192,0.169891,286.300995,285.817078,-0.483917,-0.169024,293.457458,292.240601,-1.216858,-0.414662,295.582031,294.880951,-0.701080,-0.237186,296.200043,295.202362,-0.997681,-0.336827,296.676514,295.671936,-1.004578,-0.338610,1981,t2m,2m Temperature,K,temporal_spatial_mean,,365.000000,-0.278747,0.643027,0.777660,0.996842,0.000000,0.993694,0.109306
24675,904930,280.339569,280.746185,0.406616,7.132102,7.592828,1.064599,0.039909,0.000000,279.492798,279.868042,0.375244,0.134259,286.530090,287.495361,0.965271,0.336883,290.913696,291.787384,0.873688,0.300325,292.328003,293.170654,0.842651,0.288255,293.337891,294.129517,0.791626,0.269868,1981,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,279.816559,280.627533,0.810974,6.516757,5.952188,0.913366,0.093151,0.084223,279.827423,280.837677,1.010254,0.361027,286.560181,286.343170,-0.217010,-0.075729,288.492920,288.417694,-0.075226,-0.026075,289.012024,288.873840,-0.138184,-0.047812,289.506958,289.298218,-0.208740,-0.072102,1981,d2m,2m Dewpoint,K,temporal_spatial_mean,,365.000000,0.810977,0.909015,1.112115,0.996644,0.000000,0.993299,0.170655
24675,904930,956.451294,957.627930,1.176636,72.199440,73.667694,1.020336,0.035129,0.000000,983.902100,987.170959,3.268860,0.332234,1014.996338,1015.451416,0.455078,0.044835,1016.936523,1017.045715,0.109192,0.010737,1017.246582,1017.340637,0.094055,0.009246,1017.997925,1018.069214,0.071289,0.007003,1981,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,955.665039,96655.757812,95700.093750,3.163096,272.294861,86.084915,1.000000,0.000000,955.652954,96658.359375,95702.703125,10014.377930,957.341187,96798.679688,95841.335938,10011.200195,959.402771,96969.328125,96009.921875,10007.258789,961.017151,97158.476562,96197.460938,10009.962891,963.586975,97341.734375,96378.148438,10002.018555,1981,sp,Surface Pressure,hPa,temporal_spatial_mean,,365.000000,95700.078125,95700.078125,95700.468750,0.975429,0.000000,0.951462,30255.314453
24675,904930,0.525271,0.391406,-0.133865,1.353349,1.404872,1.038071,0.057216,0.000000,0.584642,0.488980,-0.095662,-16.362514,1.145310,1.087278,-0.058032,-5.066898,2.182062,2.047911,-0.134151,-6.147890,2.793890,2.558435,-0.235455,-8.427499,3.660621,3.450195,-0.210426,-5.748377,1981,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.530696,0.201287,-0.329409,0.740381,0.569791,0.769592,0.243836,0.000000,0.495893,0.134419,-0.361474,-72.893555,1.018038,0.603951,-0.414087,-40.675018,1.504888,0.956149,-0.548739,-36.463787,1.738968,1.226508,-0.512459,-29.469177,2.286578,1.530191,-0.756387,-33.079426,1981,u10,10m U-Wind,m/s,temporal_spatial_mean,,365.000000,-0.329409,0.393931,0.472015,0.899035,0.000000,0.808263,0.637530
24675,904930,-0.162770,-0.273134,-0.110365,1.460909,1.566482,1.072265,0.041445,0.000000,0.115098,0.065176,-0.049923,-43.373955,0.497799,0.456050,-0.041750,-8.386854,0.986920,0.985953,-0.000967,-0.097978,1.369809,1.291268,-0.078541,-5.733713,1.898537,1.921396,0.022859,1.204025,1981,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,-0.149682,-0.482621,-0.332939,0.689953,0.497278,0.720742,0.290411,0.000000,-0.161395,-0.456035,-0.294641,-182.559113,0.348249,-0.153821,-0.502070,-144.169693,0.742489,0.175779,-0.566709,-76.325676,0.935851,0.318789,-0.617062,-65.935905,1.180458,0.605917,-0.574541,-48.671005,1981,v10,10m V-Wind,m/s,temporal_spatial_mean,,365.000000,-0.332939,0.505444,0.591229,0.706237,0.000000,0.498771,0.856912
24675,904924,1.107864,0.737640,-0.370224,1.042914,0.891951,0.855249,0.233251,0.000000,0.979251,0.408680,-0.570572,-58.266132,1.900364,1.108200,-0.792164,-41.684853,2.686740,2.156048,-0.530691,-19.752243,2.978221,2.584502,-0.393719,-13.219945,3.534683,3.521620,-0.013063,-0.369565,1981,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,1.136164,0.662391,-0.473773,0.286799,0.320316,1.116867,0.654795,0.000000,1.035601,0.541371,-0.494230,-47.723969,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158723,-0.415282,-26.383810,1.598887,1.186272,-0.412615,-25.806379,1.619166,1.208184,-0.410982,-25.382349,1981,lai,Leaf Area Index,Index,temporal_spatial_mean,,365.000000,-0.473773,0.473773,0.475129,0.999112,0.000000,0.998225,1.656660
24675,904930,286.246185,286.487915,0.241730,7.368902,7.584173,1.029213,0.025766,0.000000,286.373413,287.047302,0.673889,0.235318,292.432190,292.737701,0.305511,0.104473,296.516022,296.746063,0.230042,0.077581,297.503143,297.864471,0.361328,0.121454,298.305481,298.678009,0.372528,0.124881,1982,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,285.545105,285.162598,-0.382507,7.503823,7.148143,0.952600,0.084932,0.143755,286.210876,285.961761,-0.249115,-0.087039,292.398071,291.592163,-0.805908,-0.275620,295.109833,294.322388,-0.787445,-0.266831,295.951233,295.054596,-0.896637,-0.302968,296.378937,295.366425,-1.012512,-0.341628,1982,t2m,2m Temperature,K,temporal_spatial_mean,,365.000000,-0.382519,0.625470,0.737859,0.997468,0.000000,0.994943,0.098331
24675,904930,280.015411,280.253418,0.238007,7.836167,8.418703,1.074339,0.040678,0.000000,278.946136,279.196228,0.250092,0.089656,286.523193,287.486664,0.963470,0.336263,291.962738,292.731049,0.768311,0.263154,293.229187,294.061951,0.832764,0.283998,294.256500,294.965851,0.709351,0.241065,1982,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,279.390503,279.829315,0.438812,6.977076,6.515287,0.933814,0.065753,0.409573,279.338776,280.313782,0.975006,0.349041,286.005341,285.860443,-0.144897,-0.050663,288.468231,288.097046,-0.371185,-0.128675,288.926941,288.398651,-0.528290,-0.182845,289.613129,289.035370,-0.577759,-0.199493,1982,d2m,2m Dewpoint,K,temporal_spatial_mean,,365.000000,0.438824,0.647771,0.833754,0.996818,0.000000,0.993645,0.119499
24675,904930,956.796326,957.951294,1.154968,72.840012,74.273346,1.019678,0.033495,0.000000,984.575989,987.923767,3.347778,0.340022,1015.664062,1015.991821,0.327759,0.032270,1017.981201,1018.045654,0.064453,0.006331,1018.442261,1018.561890,0.119629,0.011746,1019.007568,1018.967346,-0.040222,-0.003947,1982,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,956.008057,96691.242188,95735.234375,2.617115,233.325729,89.153809,1.000000,0.000000,955.931030,96681.039062,95725.109375,10013.809570,957.750244,96839.210938,95881.460938,10011.113281,959.196533,96990.687500,96031.492188,10011.659180,960.423096,97105.859375,96145.437500,10010.738281,962.430542,97229.945312,96267.515625,10002.541992,1982,sp,Surface Pressure,hPa,temporal_spatial_mean,,365.000000,95735.242188,95735.242188,95735.515625,0.960090,0.000000,0.921773,36580.558594
24675,904930,0.313249,0.177824,-0.135425,1.443027,1.516364,1.050822,0.061761,0.000000,0.505167,0.385163,-0.120005,-23.755417,1.062509,0.977149,-0.085360,-8.033773,1.812578,1.803712,-0.008867,-0.489174,2.366678,2.240813,-0.125865,-5.318204,3.517360,3.566256,0.048896,1.390122,1982,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.336979,0.031726,-0.305253,0.675158,0.569916,0.844122,0.235616,0.000000,0.289001,-0.024067,-0.313068,-108.327583,0.750170,0.330842,-0.419329,-55.897785,1.203583,0.748766,-0.454817,-37.788574,1.534092,1.045318,-0.488774,-31.860809,2.308236,1.870683,-0.437554,-18.956194,1982,u10,10m U-Wind,m/s,temporal_spatial_mean,,365.000000,-0.305253,0.383342,0.463292,0.856563,0.000000,0.733701,0.686198
24675,904930,0.032500,-0.146084,-0.178583,1.421333,1.522599,1.071247,0.111524,0.000000,0.346228,0.202646,-0.143582,-41.470310,0.689691,0.595561,-0.094131,-13.648210,1.048125,1.021990,-0.026136,-2.493553,1.402367,1.315386,-0.086981,-6.202431,1.965444,2.016326,0.050882,2.588828,1982,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.039073,-0.439316,-0.478389,0.679992,0.545131,0.801672,0.367123,0.000000,0.056905,-0.410521,-0.467426,-821.414673,0.505867,-0.102215,-0.608082,-120.205833,0.847115,0.254537,-0.592578,-69.952446,1.132943,0.438843,-0.694100,-61.265240,1.581093,0.703659,-0.877434,-55.495396,1982,v10,10m V-Wind,m/s,temporal_spatial_mean,,365.000000,-0.478389,0.537350,0.634223,0.790664,0.000000,0.625150,0.932691
24675,904924,1.107864,0.737640,-0.370224,1.042914,0.891951,0.855249,0.233251,0.000000,0.979251,0.408680,-0.570572,-58.266132,1.900364,1.108200,-0.792164,-41.684853,2.686740,2.156048,-0.530691,-19.752243,2.978221,2.584502,-0.393719,-13.219945,3.534683,3.521620,-0.013063,-0.369565,1982,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,1.136164,0.662398,-0.473766,0.286799,0.320314,1.116858,0.654795,0.000000,1.035601,0.541389,-0.494212,-47.722240,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158724,-0.415281,-26.383734,1.598887,1.186261,-0.412627,-25.807110,1.619166,1.208189,-0.410977,-25.381994,1982,lai,Leaf Area Index,Index,temporal_spatial_mean,,365.000000,-0.473766,0.473766,0.475122,0.999113,0.000000,0.998227,1.656637
24675,904930,286.569794,286.796997,0.227203,6.809911,7.011343,1.029579,0.024339,0.000000,286.446014,287.150482,0.704468,0.245934,292.151428,292.455902,0.304474,0.104218,296.132202,296.370514,0.238312,0.080475,297.161987,297.532745,0.370758,0.124766,298.054932,298.423706,0.368774,0.123727,1983,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,285.930023,285.696198,-0.233826,7.587081,7.062091,0.930805,0.106849,0.030924,286.446259,286.146332,-0.299927,-0.104706,293.181793,292.494263,-0.687531,-0.234507,296.271149,295.362305,-0.908844,-0.306761,296.738068,295.627808,-1.110260,-0.374155,297.320496,296.206757,-1.113739,-0.374592,1983,t2m,2m Temperature,K,temporal_spatial_mean,,365.000000,-0.233824,0.588933,0.715432,0.998306,0.000000,0.996615,0.094296
24675,904930,280.459076,280.901001,0.441925,7.195051,7.641334,1.062026,0.039982,0.000000,279.435669,279.888367,0.452698,0.162004,286.653900,287.680267,1.026367,0.358051,291.233154,292.060059,0.826904,0.283932,292.665405,293.419556,0.754150,0.257683,293.798157,294.452667,0.654510,0.222776,1983,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,279.883789,280.574310,0.690521,6.746105,6.228322,0.923247,0.079452,0.199648,279.517914,280.693817,1.175903,0.420690,286.024902,286.350616,0.325714,0.113876,289.132050,288.969482,-0.162567,-0.056226,289.723267,289.487549,-0.235718,-0.081360,290.267853,289.923615,-0.344238,-0.118593,1983,d2m,2m Dewpoint,K,temporal_spatial_mean,,365.000000,0.690559,0.807491,0.993212,0.997126,0.000000,0.994260,0.147228
24675,904930,955.965637,957.067627,1.101990,72.554428,73.982971,1.019689,0.034899,0.000000,983.680481,986.885498,3.205017,0.325819,1014.756470,1015.004150,0.247681,0.024408,1016.361816,1016.442444,0.080627,0.007933,1017.027283,1016.901550,-0.125732,-0.012363,1017.792969,1017.616577,-0.176392,-0.017331,1983,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,955.228943,96613.367188,95658.140625,3.115134,269.223633,86.424400,1.000000,0.000000,955.325867,96605.789062,95650.460938,10012.338867,957.251465,96791.367188,95834.117188,10011.383789,959.238892,96939.312500,95980.070312,10005.856445,960.364258,97028.343750,96067.976562,10003.286133,962.524231,97275.539062,96313.015625,10006.295898,1983,sp,Surface Pressure,hPa,temporal_spatial_mean,,365.000000,95658.140625,95658.140625,95658.500000,0.968174,0.000000,0.937361,30707.662109
24675,904930,0.377316,0.273181,-0.104135,1.224235,1.296647,1.059149,0.052815,0.000000,0.373868,0.314514,-0.059354,-15.875573,0.905677,0.902782,-0.002895,-0.319604,1.677812,1.732429,0.054616,3.255211,2.414909,2.258570,-0.156338,-6.473887,3.765677,3.646419,-0.119259,-3.166990,1983,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.381061,0.107183,-0.273877,0.731921,0.591968,0.808786,0.219178,0.000000,0.353409,0.051998,-0.301411,-85.286797,0.867872,0.441269,-0.426603,-49.155067,1.256929,0.879346,-0.377584,-30.040167,1.622745,1.099826,-0.522919,-32.224335,2.222606,1.704377,-0.518228,-23.316250,1983,u10,10m U-Wind,m/s,temporal_spatial_mean,,365.000000,-0.273877,0.371920,0.462586,0.862224,0.000000,0.743430,0.632015
24675,904930,-0.000498,-0.174874,-0.174376,1.330899,1.465601,1.101211,0.105171,0.000000,0.238702,0.088450,-0.150252,-62.945271,0.681925,0.530385,-0.151540,-22.222399,1.068961,1.008916,-0.060046,-5.617191,1.239128,1.298758,0.059630,4.812248,1.643290,1.969042,0.325752,19.823191,1983,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.007918,-0.346894,-0.354812,0.614967,0.531998,0.865084,0.279452,0.000000,-0.000058,-0.307789,-0.307730,-529541.000000,0.457499,0.023648,-0.433850,-94.830956,0.787379,0.284118,-0.503261,-63.916012,0.940433,0.465948,-0.474485,-50.453892,1.407968,0.730343,-0.677625,-48.127892,1983,v10,10m V-Wind,m/s,temporal_spatial_mean,,365.000000,-0.354812,0.467244,0.555108,0.731982,0.000000,0.535798,0.902664
24675,904924,1.107864,0.737615,-0.370249,1.042914,0.891972,0.855269,0.233251,0.000000,0.979251,0.408680,-0.570572,-58.266132,1.900364,1.108200,-0.792164,-41.684853,2.686740,2.156048,-0.530691,-19.752243,2.978221,2.584502,-0.393719,-13.219945,3.534683,3.521620,-0.013063,-0.369565,1983,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,1.136164,0.662380,-0.473784,0.286799,0.320331,1.116917,0.654795,0.000000,1.035601,0.541376,-0.494225,-47.723492,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158732,-0.415273,-26.383221,1.598887,1.186281,-0.412607,-25.805866,1.619166,1.208193,-0.410973,-25.381746,1983,lai,Leaf Area Index,Index,temporal_spatial_mean,,365.000000,-0.473784,0.473784,0.475141,0.999115,0.000000,0.998231,1.656702
24675,904930,286.459045,286.657806,0.198761,6.981508,7.160313,1.025611,0.022519,0.000000,286.527405,287.111938,0.584534,0.204006,292.363647,292.576416,0.212769,0.072775,296.141998,296.332611,0.190613,0.064365,296.982239,297.243103,0.260864,0.087838,297.729645,298.057312,0.327667,0.110055,1984,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,285.814240,285.501343,-0.312897,7.207248,6.768316,0.939099,0.095628,0.070340,285.641479,285.349365,-0.292114,-0.102266,292.802643,291.930908,-0.871735,-0.297721,295.500366,294.747894,-0.752472,-0.254643,296.077728,295.129181,-0.948547,-0.320371,296.539124,295.653412,-0.885712,-0.298683,1984,t2m,2m Temperature,K,temporal_spatial_mean,,366.000000,-0.312897,0.597547,0.718646,0.997685,0.000000,0.995375,0.099712
24675,904930,280.121765,280.520721,0.398956,7.487878,7.952037,1.061988,0.039178,0.000000,279.200500,279.617676,0.417175,0.149418,286.524261,287.527130,1.002869,0.350012,291.254364,292.077332,0.822968,0.282560,292.516449,293.315491,0.799042,0.273161,293.487061,294.166565,0.679504,0.231528,1984,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,279.537750,280.205231,0.667480,6.577935,6.021681,0.915436,0.084699,0.144793,278.544830,279.501373,0.956543,0.343407,286.135193,286.120850,-0.014343,-0.005013,288.417694,288.201904,-0.215790,-0.074818,289.045410,288.853394,-0.192017,-0.066431,290.010406,289.662811,-0.347595,-0.119856,1984,d2m,2m Dewpoint,K,temporal_spatial_mean,,366.000000,0.667455,0.814797,1.001537,0.996867,0.000000,0.993745,0.152257
24675,904930,956.799988,957.951416,1.151428,72.523369,73.997787,1.020330,0.034274,0.000000,984.380798,987.692261,3.311462,0.336401,1015.574646,1015.980286,0.405640,0.039942,1017.530151,1017.656250,0.126099,0.012393,1017.940491,1018.021545,0.081055,0.007963,1018.601624,1018.505554,-0.096069,-0.009431,1984,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,956.016724,96692.062500,95736.046875,2.985162,257.039673,86.105759,1.000000,0.000000,956.015625,96679.218750,95723.203125,10012.723633,957.688354,96830.070312,95872.382812,10010.811523,959.748413,96996.875000,96037.125000,10006.489258,961.007324,97136.007812,96175.000000,10007.728516,963.641663,97452.039062,96488.398438,10012.892578,1984,sp,Surface Pressure,hPa,temporal_spatial_mean,,366.000000,95736.062500,95736.062500,95736.398438,0.969877,0.000000,0.940662,32070.750000
24675,904930,0.361043,0.215485,-0.145558,1.391397,1.444791,1.038374,0.074891,0.000000,0.516058,0.389585,-0.126472,-24.507408,0.998499,0.932051,-0.066448,-6.654810,1.732123,1.727950,-0.004173,-0.240934,2.466941,2.264919,-0.202023,-8.189192,3.655620,3.522287,-0.133332,-3.647323,1984,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,0.380067,0.099630,-0.280437,0.702664,0.555960,0.791218,0.224044,0.000000,0.360242,0.011233,-0.349009,-96.881836,0.869976,0.484516,-0.385460,-44.306973,1.307450,0.851430,-0.456020,-34.878578,1.552458,1.111128,-0.441330,-28.427841,1.939603,1.437899,-0.501704,-25.866318,1984,u10,10m U-Wind,m/s,temporal_spatial_mean,,366.000000,-0.280437,0.377150,0.447708,0.871656,0.000000,0.759785,0.637159
24675,904930,-0.079128,-0.265907,-0.186779,1.556330,1.665760,1.070313,0.118595,0.000000,0.276560,0.139633,-0.136927,-49.510838,0.570535,0.492535,-0.078001,-13.671483,0.945649,0.901093,-0.044555,-4.711632,1.271170,1.198609,-0.072561,-5.708190,1.928441,2.024319,0.095878,4.971795,1984,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,-0.059752,-0.472811,-0.413059,0.688768,0.509479,0.739695,0.297814,0.000000,-0.052043,-0.451925,-0.399882,-768.364258,0.453517,-0.096866,-0.550383,-121.358727,0.823778,0.161048,-0.662730,-80.450119,1.007716,0.300588,-0.707129,-70.171410,1.311043,0.501434,-0.809608,-61.753021,1984,v10,10m V-Wind,m/s,temporal_spatial_mean,,366.000000,-0.413059,0.486021,0.591850,0.789800,0.000000,0.623785,0.859287
24675,904924,1.107101,0.736696,-0.370405,1.042036,0.890818,0.854882,0.233520,0.000000,0.978737,0.408281,-0.570456,-58.284882,1.899256,1.106878,-0.792378,-41.720428,2.683667,2.152638,-0.531029,-19.787422,2.975115,2.580269,-0.394845,-13.271598,3.533020,3.518519,-0.014501,-0.410438,1984,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,1.135380,0.661580,-0.473801,0.286799,0.320252,1.116642,0.655738,0.000000,1.034590,0.538970,-0.495621,-47.905025,1.417773,0.976069,-0.441704,-31.154764,1.574003,1.158585,-0.415419,-26.392488,1.598859,1.186167,-0.412691,-25.811626,1.619156,1.208158,-0.410998,-25.383482,1984,lai,Leaf Area Index,Index,temporal_spatial_mean,,366.000000,-0.473801,0.473801,0.475152,0.999110,0.000000,0.998220,1.656742
24675,904930,286.181641,286.455505,0.273865,7.323835,7.495054,1.023378,0.025039,0.000000,286.411255,287.099731,0.688477,0.240380,292.325378,292.521088,0.195709,0.066949,296.276367,296.500732,0.224365,0.075728,297.182037,297.536224,0.354187,0.119182,297.968811,298.316101,0.347290,0.116552,1985,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,285.490021,285.205963,-0.284058,7.830794,7.274708,0.928987,0.073973,0.270996,287.129150,286.527161,-0.601990,-0.209658,292.548584,291.814331,-0.734253,-0.250985,295.102295,294.469360,-0.632935,-0.214480,295.876801,294.986664,-0.890137,-0.300847,296.559631,295.534149,-1.025482,-0.345793,1985,t2m,2m Temperature,K,temporal_spatial_mean,,365.000000,-0.284070,0.719646,0.840608,0.997220,0.000000,0.994448,0.107346
24675,904930,279.772797,280.076752,0.303955,7.981914,8.515100,1.066799,0.038643,0.000000,279.038025,279.270660,0.232635,0.083371,286.501404,287.493469,0.992065,0.346269,291.622986,292.436981,0.813995,0.279126,292.950714,293.699493,0.748779,0.255599,293.864044,294.546143,0.682098,0.232114,1985,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,279.150909,279.766724,0.615814,6.934546,6.362089,0.917448,0.084932,0.143755,280.489624,280.883484,0.393860,0.140419,285.337311,285.442963,0.105652,0.037027,287.908997,287.616760,-0.292236,-0.101503,288.407196,288.232697,-0.174500,-0.060505,288.801422,288.475586,-0.325836,-0.112824,1985,d2m,2m Dewpoint,K,temporal_spatial_mean,,365.000000,0.615825,0.759105,0.995418,0.996782,0.000000,0.993575,0.143545
