n_era5,n_conus404,era5_mean,conus404_mean,mean_difference,era5_std,conus404_std,std_ratio,ks_statistic,ks_pvalue,p50_era5,p50_conus404,p50_difference,p50_percent_bias,p75_era5,p75_conus404,p75_difference,p75_percent_bias,p90_era5,p90_conus404,p90_difference,p90_percent_bias,p95_era5,p95_conus404,p95_difference,p95_percent_bias,p99_era5,p99_conus404,p99_difference,p99_percent_bias,year,variable,variable_name,units,metric_type,resolution_note,n,bias,mae,rmse,pearson_r,pearson_pvalue,r_squared,nrmse
24675,904930,280.437256,280.925507,0.488251,7.826989,8.276586,1.057442,0.042782,0.000000,279.876099,280.511322,0.635223,0.226966,286.951202,287.927979,0.976776,0.340398,292.041840,292.899902,0.858063,0.293815,293.270508,294.078796,0.808289,0.275612,294.193970,294.913391,0.719421,0.244540,1990,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,279.836487,280.488312,0.651825,6.406249,6.157073,0.961104,0.071233,0.312940,279.545166,280.499420,0.954254,0.341360,286.392517,286.646454,0.253937,0.088667,288.518768,288.657928,0.139160,0.048233,288.910461,288.954010,0.043549,0.015073,289.425781,289.461273,0.035492,0.012263,1990,d2m,2m Dewpoint,K,temporal_spatial_mean,,365.000000,0.651870,0.729443,0.900591,0.995892,0.000000,0.991802,0.140580
24675,904930,957.148560,958.339844,1.191284,72.637756,74.073997,1.019773,0.033463,0.000000,984.478577,987.837402,3.358826,0.341178,1016.247192,1016.591614,0.344421,0.033891,1018.428040,1018.494202,0.066162,0.006496,1018.983276,1019.035706,0.052429,0.005145,1019.744751,1019.613831,-0.130920,-0.012839,1990,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,956.307800,96716.460938,95760.156250,2.729968,240.920380,88.250275,1.000000,0.000000,956.217590,96690.992188,95734.773438,10011.818359,957.904541,96847.125000,95889.218750,10010.310547,959.617126,97035.851562,96076.234375,10011.933594,961.041077,97125.953125,96164.914062,10006.327148,963.938965,97403.007812,96439.070312,10004.686523,1990,sp,Surface Pressure,hPa,temporal_spatial_mean,,365.000000,95760.140625,95760.140625,95760.445312,0.967573,0.000000,0.936198,35077.503906
24675,904930,0.385992,0.192647,-0.193345,1.515810,1.566074,1.033160,0.109839,0.000000,0.631115,0.451372,-0.179744,-28.480328,1.162688,1.007384,-0.155304,-13.357288,1.905776,1.817100,-0.088677,-4.653042,2.469320,2.271823,-0.197497,-7.998017,3.632675,3.636244,0.003569,0.098251,1990,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.413675,0.044533,-0.369142,0.672908,0.529745,0.787248,0.271233,0.000000,0.403348,0.028103,-0.375246,-93.032608,0.829346,0.391568,-0.437778,-52.785912,1.266416,0.768496,-0.497920,-39.317265,1.507234,0.969874,-0.537360,-35.652039,1.959157,1.348263,-0.610893,-31.181448,1990,u10,10m U-Wind,m/s,temporal_spatial_mean,,365.000000,-0.369142,0.408832,0.483033,0.892614,0.000000,0.796760,0.717829
24675,904930,0.082640,-0.101771,-0.184411,1.583253,1.675407,1.058206,0.104873,0.000000,0.403252,0.288834,-0.114418,-28.373901,0.781212,0.710361,-0.070851,-9.069402,1.144847,1.178416,0.033570,2.932233,1.585471,1.495539,-0.089932,-5.672278,2.252416,2.179693,-0.072723,-3.228663,1990,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.090995,-0.404505,-0.495500,0.548529,0.502991,0.916981,0.372603,0.000000,0.148454,-0.408413,-0.556867,-375.109985,0.478031,-0.053937,-0.531968,-111.283142,0.787127,0.288516,-0.498612,-63.345741,0.922333,0.409218,-0.513114,-55.632248,1.176473,0.534867,-0.641606,-54.536381,1990,v10,10m V-Wind,m/s,temporal_spatial_mean,,365.000000,-0.495500,0.538777,0.637514,0.712165,0.000000,0.507178,1.162225
24675,904924,1.107864,0.737614,-0.370250,1.042914,0.891973,0.855270,0.233251,0.000000,0.979251,0.408680,-0.570572,-58.266132,1.900364,1.108200,-0.792164,-41.684853,2.686740,2.156048,-0.530691,-19.752243,2.978221,2.584502,-0.393719,-13.219945,3.534683,3.521620,-0.013063,-0.369565,1990,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,1.136164,0.662388,-0.473776,0.286799,0.320319,1.116875,0.654795,0.000000,1.035601,0.541359,-0.494242,-47.725132,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158705,-0.415300,-26.384893,1.598887,1.186265,-0.412622,-25.806812,1.619166,1.208193,-0.410973,-25.381752,1990,lai,Leaf Area Index,Index,temporal_spatial_mean,,365.000000,-0.473776,0.473776,0.475132,0.999114,0.000000,0.998229,1.656672
24675,904930,286.932465,287.248718,0.316254,6.879938,7.023882,1.020922,0.028874,0.000000,287.137512,287.529663,0.392151,0.136572,292.445435,292.880615,0.435181,0.148807,296.664551,296.993073,0.328522,0.110738,297.620941,298.034729,0.413788,0.139032,298.448792,298.838806,0.390015,0.130681,1991,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,286.277405,285.956512,-0.320892,7.162820,6.733329,0.940039,0.098630,0.057357,286.715363,286.268097,-0.447266,-0.155996,293.176178,292.544708,-0.631470,-0.215389,295.622864,294.885071,-0.737793,-0.249572,296.014343,295.232330,-0.782013,-0.264181,296.679749,295.526978,-1.152771,-0.388557,1991,t2m,2m Temperature,K,temporal_spatial_mean,,365.000000,-0.320883,0.640263,0.748534,0.997171,0.000000,0.994350,0.104503
24675,904930,280.462585,280.901825,0.439240,7.712162,8.211807,1.064787,0.048888,0.000000,279.659515,280.199768,0.540253,0.193182,286.597229,287.610077,1.012848,0.353405,292.090149,292.944214,0.854065,0.292398,293.411591,294.228729,0.817139,0.278496,294.329468,295.079803,0.750336,0.254931,1991,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,279.875641,280.507996,0.632355,6.428401,5.970269,0.928733,0.068493,0.359160,279.416779,280.384857,0.968079,0.346464,286.235748,285.991699,-0.244049,-0.085262,288.475006,288.217438,-0.257568,-0.089286,288.758148,288.692596,-0.065552,-0.022701,289.521515,289.270325,-0.251190,-0.086760,1991,d2m,2m Dewpoint,K,temporal_spatial_mean,,365.000000,0.632344,0.772812,0.974010,0.995584,0.000000,0.991188,0.151517
24675,904930,957.154846,958.297852,1.143005,72.513054,73.971069,1.020107,0.033799,0.000000,984.634766,987.961975,3.327209,0.337913,1015.905273,1016.249451,0.344177,0.033879,1018.076599,1018.139893,0.063293,0.006217,1018.602417,1018.616821,0.014404,0.001414,1019.338867,1019.197693,-0.141174,-0.013850,1991,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,956.363342,96725.523438,95769.156250,3.034671,256.747467,84.604706,1.000000,0.000000,956.471497,96723.406250,95766.937500,10012.524414,958.279602,96898.406250,95940.125000,10011.704102,960.299561,97060.031250,96099.734375,10007.265625,961.201294,97128.203125,96167.000000,10004.875977,962.889832,97294.351562,96331.460938,10004.411133,1991,sp,Surface Pressure,hPa,temporal_spatial_mean,,365.000000,95769.164062,95769.164062,95769.500000,0.967462,0.000000,0.935983,31558.443359
24675,904930,0.376756,0.218140,-0.158616,1.414929,1.464377,1.034947,0.070912,0.000000,0.531060,0.403533,-0.127527,-24.013720,1.071694,0.978451,-0.093243,-8.700547,1.912376,1.818687,-0.093689,-4.899088,2.522213,2.297230,-0.224982,-8.920035,3.619575,3.424230,-0.195345,-5.396908,1991,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.399114,0.059689,-0.339424,0.729368,0.550226,0.754387,0.279452,0.000000,0.392933,0.041340,-0.351593,-89.479126,0.842062,0.374233,-0.467830,-55.557598,1.316384,0.744884,-0.571499,-43.414349,1.661264,1.063036,-0.598229,-36.010441,2.151165,1.566226,-0.584939,-27.191732,1991,u10,10m U-Wind,m/s,temporal_spatial_mean,,365.000000,-0.339424,0.394215,0.476378,0.900782,0.000000,0.811409,0.653139
24675,904930,0.032471,-0.129541,-0.162013,1.430424,1.532559,1.071402,0.075911,0.000000,0.329014,0.235218,-0.093796,-28.508129,0.721176,0.611225,-0.109952,-15.246181,1.066213,1.036059,-0.030154,-2.828162,1.285519,1.249449,-0.036070,-2.805851,1.778571,1.755326,-0.023245,-1.306927,1991,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.042916,-0.390278,-0.433194,0.652927,0.519432,0.795543,0.380822,0.000000,0.087962,-0.376491,-0.464454,-528.013367,0.494053,-0.091431,-0.585484,-118.506378,0.800521,0.216873,-0.583648,-72.908516,1.046935,0.457552,-0.589383,-56.296005,1.470965,0.954559,-0.516406,-35.106602,1991,v10,10m V-Wind,m/s,temporal_spatial_mean,,365.000000,-0.433194,0.519104,0.614009,0.747120,0.000000,0.558189,0.940394
24675,904924,1.107864,0.737614,-0.370250,1.042914,0.891973,0.855270,0.233251,0.000000,0.979251,0.408680,-0.570572,-58.266132,1.900364,1.108200,-0.792164,-41.684853,2.686740,2.156048,-0.530691,-19.752243,2.978221,2.584502,-0.393719,-13.219945,3.534683,3.521620,-0.013063,-0.369565,1991,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,1.136164,0.662384,-0.473780,0.286799,0.320311,1.116849,0.654795,0.000000,1.035601,0.541387,-0.494213,-47.722385,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158689,-0.415316,-26.385937,1.598887,1.186234,-0.412653,-25.808773,1.619166,1.208139,-0.411027,-25.385103,1991,lai,Leaf Area Index,Index,temporal_spatial_mean,,365.000000,-0.473780,0.473780,0.475135,0.999114,0.000000,0.998230,1.656683
24675,904930,286.653564,287.047028,0.393463,7.007435,7.158173,1.021511,0.036120,0.000000,286.623474,287.445374,0.821899,0.286752,292.499390,292.835022,0.335632,0.114746,296.367798,296.636322,0.268524,0.090605,297.308777,297.664581,0.355804,0.119675,298.026031,298.392090,0.366058,0.122828,1992,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,285.977722,285.812500,-0.165222,6.777852,6.428012,0.948385,0.071038,0.314508,286.335022,286.114044,-0.220978,-0.077175,292.738403,292.221985,-0.516418,-0.176410,294.668030,294.242249,-0.425781,-0.144495,295.136414,294.574341,-0.562073,-0.190445,295.487213,294.910553,-0.576660,-0.195156,1992,t2m,2m Temperature,K,temporal_spatial_mean,,366.000000,-0.165212,0.529264,0.636748,0.997065,0.000000,0.994138,0.093945
24675,904930,280.328552,280.861938,0.533386,7.640654,8.093292,1.059241,0.042180,0.000000,279.564941,280.202332,0.637390,0.227994,286.998260,288.057556,1.059296,0.369095,291.521088,292.391602,0.870514,0.298611,292.767731,293.629791,0.862061,0.294452,293.725586,294.521667,0.796082,0.271029,1992,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,279.732452,280.498718,0.766266,6.003847,5.580904,0.929555,0.101093,0.047427,279.489197,280.223328,0.734131,0.262669,285.651642,286.045746,0.394104,0.137967,287.870331,288.048187,0.177856,0.061784,288.421997,288.480408,0.058411,0.020252,289.233917,288.917725,-0.316193,-0.109321,1992,d2m,2m Dewpoint,K,temporal_spatial_mean,,366.000000,0.766257,0.840965,1.046218,0.995097,0.000000,0.990219,0.174258
24675,904930,956.644592,957.762329,1.117737,72.264168,73.730431,1.020290,0.034273,0.000000,984.158264,987.465576,3.307312,0.336055,1015.295044,1015.604431,0.309387,0.030473,1016.975830,1017.090393,0.114563,0.011265,1017.338196,1017.420532,0.082336,0.008093,1018.081909,1017.922668,-0.159241,-0.015641,1992,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,955.882996,96673.507812,95717.625000,2.440940,212.726334,87.149361,1.000000,0.000000,955.689087,96664.421875,95708.734375,10014.630859,957.641846,96826.843750,95869.203125,10010.965820,959.055542,96958.218750,95999.164062,10009.759766,959.738708,97030.750000,96071.007812,10010.121094,961.008545,97115.570312,96154.562500,10005.588867,1992,sp,Surface Pressure,hPa,temporal_spatial_mean,,366.000000,95717.617188,95717.617188,95717.859375,0.959575,0.000000,0.920784,39213.531250
24675,904930,0.342937,0.208816,-0.134121,1.218638,1.273324,1.044875,0.068786,0.000000,0.473171,0.356675,-0.116496,-24.620283,0.950381,0.841658,-0.108722,-11.439871,1.576615,1.541320,-0.035295,-2.238657,2.172347,2.002074,-0.170272,-7.838175,3.110384,3.146062,0.035679,1.147089,1992,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,0.361705,0.052007,-0.309697,0.758291,0.576671,0.760487,0.229508,0.000000,0.354791,-0.017384,-0.372174,-104.899681,0.868848,0.408760,-0.460088,-52.953808,1.329385,0.877773,-0.451612,-33.971508,1.618693,1.134324,-0.484369,-29.923439,2.321710,1.509272,-0.812438,-34.993107,1992,u10,10m U-Wind,m/s,temporal_spatial_mean,,366.000000,-0.309697,0.410683,0.497220,0.864700,0.000000,0.747706,0.655711
24675,904930,-0.047673,-0.170993,-0.123321,1.250393,1.350646,1.080177,0.085140,0.000000,0.164834,0.089580,-0.075254,-45.654545,0.537089,0.479015,-0.058074,-10.812696,0.949456,0.992738,0.043282,4.558609,1.192639,1.226834,0.034195,2.867177,1.733124,1.814736,0.081612,4.708982,1992,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,-0.040427,-0.384477,-0.344050,0.658410,0.538625,0.818069,0.275956,0.000000,0.000522,-0.404983,-0.405505,-77644.921875,0.476553,-0.010534,-0.487087,-102.210365,0.760442,0.296201,-0.464241,-61.048885,0.915396,0.464676,-0.450721,-49.237774,1.217586,0.817803,-0.399783,-32.834064,1992,v10,10m V-Wind,m/s,temporal_spatial_mean,,366.000000,-0.344050,0.471157,0.557666,0.748655,0.000000,0.560484,0.846989
24675,904924,1.107101,0.736673,-0.370428,1.042036,0.890837,0.854901,0.233520,0.000000,0.978737,0.408281,-0.570456,-58.284882,1.899256,1.106878,-0.792378,-41.720428,2.683667,2.152638,-0.531029,-19.787422,2.975115,2.580269,-0.394845,-13.271598,3.533020,3.518519,-0.014501,-0.410438,1992,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,1.135380,0.661571,-0.473809,0.286799,0.320268,1.116697,0.655738,0.000000,1.034590,0.538958,-0.495633,-47.906178,1.417773,0.976070,-0.441704,-31.154749,1.574003,1.158609,-0.415394,-26.390936,1.598859,1.186197,-0.412662,-25.809755,1.619156,1.208172,-0.410984,-25.382607,1992,lai,Leaf Area Index,Index,temporal_spatial_mean,,366.000000,-0.473809,0.473809,0.475162,0.999111,0.000000,0.998223,1.656775
24675,904930,286.325439,286.649078,0.323639,7.380237,7.492553,1.015219,0.026864,0.000000,286.501434,287.341827,0.840393,0.293329,292.548279,292.790161,0.241882,0.082681,296.541199,296.749878,0.208679,0.070371,297.459290,297.745636,0.286346,0.096264,298.221832,298.561951,0.340118,0.114049,1993,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,285.652496,285.549622,-0.102875,7.282253,6.741751,0.925778,0.073973,0.270996,286.215057,285.687866,-0.527191,-0.184194,292.741852,292.138641,-0.603210,-0.206055,295.053467,294.346313,-0.707153,-0.239670,295.665039,294.999390,-0.665649,-0.225136,296.405945,295.553833,-0.852112,-0.287481,1993,t2m,2m Temperature,K,temporal_spatial_mean,,365.000000,-0.102837,0.583019,0.700968,0.998079,0.000000,0.996161,0.096257
24675,904930,280.040710,280.492035,0.451324,7.795029,8.276434,1.061758,0.038272,0.000000,279.149292,279.648315,0.499023,0.178766,286.760071,287.859436,1.099365,0.383375,291.572266,292.437592,0.865326,0.296779,292.924622,293.730286,0.805664,0.275041,293.907532,294.633209,0.725677,0.246907,1993,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,279.451599,280.258820,0.807220,6.589404,6.091590,0.924452,0.076712,0.233280,279.178955,280.120148,0.941193,0.337129,285.656525,285.819366,0.162842,0.057006,288.398193,288.384857,-0.013336,-0.004624,288.915222,288.693726,-0.221497,-0.076665,289.326263,289.189484,-0.136780,-0.047275,1993,d2m,2m Dewpoint,K,temporal_spatial_mean,,365.000000,0.807214,0.867431,1.057758,0.997267,0.000000,0.994541,0.160524
24675,904930,956.847839,957.969299,1.121460,72.362221,73.841385,1.020441,0.034681,0.000000,984.431641,987.680847,3.249207,0.330059,1015.601440,1015.940674,0.339233,0.033402,1017.171631,1017.263977,0.092346,0.009079,1017.520081,1017.571106,0.051025,0.005015,1018.141541,1017.979004,-0.162537,-0.015964,1993,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,956.086914,96697.992188,95741.906250,2.525277,218.139450,86.382378,1.000000,0.000000,956.112183,96699.968750,95743.859375,10013.873047,957.703064,96846.687500,95888.984375,10012.391602,959.310669,96978.640625,96019.328125,10009.200195,960.429626,97036.507812,96076.078125,10003.448242,961.875916,97207.445312,96245.570312,10006.027344,1993,sp,Surface Pressure,hPa,temporal_spatial_mean,,365.000000,95741.906250,95741.906250,95742.156250,0.963843,0.000000,0.928994,37913.523438
24675,904930,0.391112,0.262755,-0.128358,1.264068,1.331391,1.053259,0.078889,0.000000,0.550898,0.428844,-0.122054,-22.155525,1.026355,0.931627,-0.094728,-9.229558,1.617973,1.616095,-0.001878,-0.116065,2.231617,2.083982,-0.147635,-6.615604,3.320787,3.362412,0.041625,1.253483,1993,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.413631,0.064288,-0.349343,0.670728,0.486450,0.725256,0.293151,0.000000,0.386622,0.004349,-0.382273,-98.875114,0.821384,0.337334,-0.484050,-58.931000,1.277505,0.713676,-0.563829,-44.135174,1.565392,0.983107,-0.582285,-37.197411,2.079116,1.333881,-0.745234,-35.843815,1993,u10,10m U-Wind,m/s,temporal_spatial_mean,,365.000000,-0.349343,0.406890,0.489214,0.872298,0.000000,0.760904,0.729378
24675,904930,-0.054883,-0.201965,-0.147082,1.255490,1.361580,1.084501,0.084354,0.000000,0.171343,0.082394,-0.088949,-51.912773,0.571466,0.468989,-0.102477,-17.932302,0.856226,0.912783,0.056557,6.605355,1.173792,1.222411,0.048619,4.142050,1.774350,1.871996,0.097646,5.503191,1993,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,-0.043785,-0.414648,-0.370862,0.639503,0.466152,0.728928,0.350685,0.000000,0.010300,-0.405247,-0.415547,-4034.332764,0.414988,-0.155784,-0.570772,-137.539429,0.713431,0.170473,-0.542959,-76.105217,0.964843,0.396823,-0.568019,-58.871693,1.232479,0.728180,-0.504299,-40.917427,1993,v10,10m V-Wind,m/s,temporal_spatial_mean,,365.000000,-0.370862,0.490075,0.588988,0.699239,0.000000,0.488935,0.921008
24675,904924,1.107864,0.737618,-0.370246,1.042914,0.891969,0.855266,0.233251,0.000000,0.979251,0.408680,-0.570572,-58.266132,1.900364,1.108200,-0.792164,-41.684853,2.686740,2.156048,-0.530691,-19.752243,2.978221,2.584502,-0.393719,-13.219945,3.534683,3.521620,-0.013063,-0.369565,1993,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,1.136164,0.662392,-0.473772,0.286799,0.320309,1.116840,0.654795,0.000000,1.035601,0.541414,-0.494186,-47.719784,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158689,-0.415316,-26.385954,1.598887,1.186239,-0.412648,-25.808468,1.619166,1.208171,-0.410995,-25.383131,1993,lai,Leaf Area Index,Index,temporal_spatial_mean,,365.000000,-0.473772,0.473772,0.475127,0.999115,0.000000,0.998231,1.656655
24675,904930,286.932312,287.135864,0.203552,7.087810,7.258920,1.024141,0.021011,0.000000,287.078186,287.565796,0.487610,0.169853,292.764099,292.972107,0.208008,0.071050,296.772858,296.995209,0.222351,0.074923,297.712006,298.061920,0.349915,0.117535,298.522095,298.960266,0.438171,0.146780,1994,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,286.261505,285.893066,-0.368439,7.465316,7.066751,0.946611,0.120548,0.009887,287.089355,286.267487,-0.821869,-0.286276,293.381409,292.693939,-0.687469,-0.234326,295.744141,294.719604,-1.024536,-0.346427,295.973083,295.092377,-0.880707,-0.297563,296.760468,295.849518,-0.910950,-0.306965,1994,t2m,2m Temperature,K,temporal_spatial_mean,,365.000000,-0.368469,0.617460,0.730533,0.997734,0.000000,0.995474,0.097857
24675,904930,280.166046,280.610596,0.444550,7.917042,8.326237,1.051685,0.041775,0.000000,279.147736,279.642914,0.495178,0.177389,286.722412,287.659943,0.937531,0.326982,292.075562,292.848022,0.772461,0.264473,293.494812,294.226227,0.731415,0.249209,294.371307,295.068024,0.696716,0.236679,1994,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,279.586517,280.337494,0.750977,6.605374,6.322088,0.957113,0.087671,0.120960,279.598663,280.748230,1.149567,0.411149,286.039368,286.727356,0.687988,0.240522,287.958282,288.069153,0.110870,0.038502,288.447357,288.686707,0.239349,0.082979,289.270599,289.151367,-0.119232,-0.041218,1994,d2m,2m Dewpoint,K,temporal_spatial_mean,,365.000000,0.750987,0.795087,0.949004,0.996930,0.000000,0.993870,0.143672
24675,904930,957.099182,958.270264,1.171082,72.490974,73.942528,1.020024,0.033915,0.000000,984.767090,988.086426,3.319336,0.337068,1015.847168,1016.178040,0.330872,0.032571,1017.907104,1017.967834,0.060730,0.005966,1018.438477,1018.460693,0.022217,0.002181,1019.231506,1019.092590,-0.138916,-0.013629,1994,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,956.293213,96713.273438,95756.976562,2.725826,241.516373,88.603012,1.000000,0.000000,956.322571,96717.140625,95760.820312,10013.443359,957.829468,96852.343750,95894.515625,10011.648438,959.461060,96978.898438,96019.437500,10007.643555,960.542908,97116.093750,96155.554688,10010.541992,963.090332,97366.187500,96403.093750,10009.766602,1994,sp,Surface Pressure,hPa,temporal_spatial_mean,,365.000000,95756.984375,95756.984375,95757.281250,0.966493,0.000000,0.934109,35129.640625
24675,904930,0.371227,0.208247,-0.162979,1.430695,1.467060,1.025418,0.066982,0.000000,0.542655,0.394037,-0.148618,-27.387226,1.124483,0.984490,-0.139993,-12.449523,1.862532,1.857836,-0.004696,-0.252124,2.663714,2.343176,-0.320538,-12.033484,3.621452,3.510223,-0.111229,-3.071404,1994,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.394738,0.105655,-0.289082,0.661187,0.528603,0.799475,0.276712,0.000000,0.391634,0.067740,-0.323894,-82.703278,0.788299,0.381129,-0.407170,-51.651749,1.155531,0.706067,-0.449464,-38.896759,1.550511,1.100745,-0.449766,-29.007587,2.160897,1.665705,-0.495192,-22.916052,1994,u10,10m U-Wind,m/s,temporal_spatial_mean,,365.000000,-0.289082,0.374961,0.445514,0.860753,0.000000,0.740895,0.673809
24675,904930,0.015266,-0.137960,-0.153227,1.509615,1.606482,1.064167,0.090280,0.000000,0.326662,0.215510,-0.111152,-34.026661,0.705663,0.607718,-0.097945,-13.879864,1.088503,1.039289,-0.049215,-4.521309,1.271294,1.334960,0.063666,5.007969,1.838772,1.981551,0.142779,7.764930,1994,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.022863,-0.386850,-0.409713,0.623996,0.503706,0.807227,0.339726,0.000000,0.079468,-0.318614,-0.398083,-500.931976,0.418332,-0.045528,-0.463860,-110.883102,0.784218,0.246568,-0.537649,-68.558701,1.001364,0.391408,-0.609955,-60.912464,1.449541,0.567071,-0.882470,-60.879257,1994,v10,10m V-Wind,m/s,temporal_spatial_mean,,365.000000,-0.409713,0.472564,0.571619,0.770268,0.000000,0.593313,0.916062
24675,904924,1.107864,0.737640,-0.370224,1.042914,0.891951,0.855249,0.233251,0.000000,0.979251,0.408680,-0.570572,-58.266132,1.900364,1.108200,-0.792164,-41.684853,2.686740,2.156048,-0.530691,-19.752243,2.978221,2.584502,-0.393719,-13.219945,3.534683,3.521620,-0.013063,-0.369565,1994,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,1.136164,0.662404,-0.473760,0.286799,0.320308,1.116838,0.654795,0.000000,1.035601,0.541411,-0.494190,-47.720093,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158713,-0.415292,-26.384415,1.598887,1.186260,-0.412627,-25.807148,1.619166,1.208190,-0.410976,-25.381968,1994,lai,Leaf Area Index,Index,temporal_spatial_mean,,365.000000,-0.473760,0.473760,0.475115,0.999113,0.000000,0.998226,1.656612
24675,904930,286.821991,287.021973,0.199982,7.097674,7.212240,1.016141,0.019256,0.000001,287.017822,287.531372,0.513550,0.178926,292.590881,292.683960,0.093079,0.031812,296.677124,296.850891,0.173767,0.058571,297.601105,297.853760,0.252655,0.084897,298.373108,298.711731,0.338623,0.113490,1995,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,286.137787,285.843262,-0.294525,7.287378,6.822750,0.936242,0.115068,0.015863,285.891388,285.904114,0.012726,0.004451,293.067596,292.543060,-0.524536,-0.178981,296.065277,295.127930,-0.937347,-0.316602,296.519104,295.484192,-1.034912,-0.349020,297.052765,296.042023,-1.010742,-0.340257,1995,t2m,2m Temperature,K,temporal_spatial_mean,,365.000000,-0.294516,0.643751,0.775571,0.996994,0.000000,0.993997,0.106427
24675,904930,280.294922,280.638550,0.343628,7.620864,8.102098,1.063147,0.036354,0.000000,279.136414,279.449951,0.313538,0.112324,286.901184,287.828766,0.927582,0.323311,291.717468,292.612640,0.895172,0.306863,293.109863,293.941681,0.831818,0.283790,294.109589,294.871826,0.762238,0.259168,1995,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,279.698944,280.397552,0.698608,6.530858,6.087233,0.932073,0.079452,0.199648,278.869049,280.004425,1.135376,0.407136,286.065033,286.317963,0.252930,0.088417,288.460510,288.412598,-0.047913,-0.016610,289.250031,288.992767,-0.257263,-0.088941,289.805420,289.449005,-0.356415,-0.122984,1995,d2m,2m Dewpoint,K,temporal_spatial_mean,,365.000000,0.698598,0.789317,0.987799,0.996341,0.000000,0.992696,0.151251
24675,904930,956.248169,957.403076,1.154907,72.175308,73.659096,1.020558,0.034890,0.000000,983.584167,986.919434,3.335266,0.339093,1014.918640,1015.251465,0.332825,0.032793,1016.561951,1016.703918,0.141968,0.013965,1016.997925,1017.073730,0.075806,0.007454,1017.639771,1017.651917,0.012146,0.001194,1995,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,955.489746,96642.320312,95686.828125,2.554997,227.584595,89.074295,1.000000,0.000000,955.527405,96630.429688,95674.898438,10012.784180,957.316956,96784.656250,95827.335938,10009.991211,958.588257,96949.554688,95990.968750,10013.785156,959.590515,96993.671875,96034.078125,10007.818359,960.767334,97128.304688,96167.539062,10009.451172,1995,sp,Surface Pressure,hPa,temporal_spatial_mean,,365.000000,95686.835938,95686.835938,95687.093750,0.953788,0.000000,0.909711,37450.953125
